page,block,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
3,0,"Marseille: The Oldest City in France",12.00,7.39,186.58,36,72.00,83.88,258.58,91.27,true,false
3,1,"History",12.00,7.38,39.07,7,72.00,108.90,111.07,116.28,false,false
3,2,"Marseille founded by Greek sailors around 600 BC is the oldest city in France. Its strategic location on the Mediterranean coast made it a vital trading port throughout history. The city's rich cultural heritage is reflected in its diverse architecture and vibrant atmosphere. Over the centuries Marseille has been influenced by various cultures including Greek Roman and North African making it a melting pot of traditions and customs.",12.00,75.78,468.80,436,72.00,133.98,540.80,209.76,false,false
3,3,"Key Attractions",12.00,7.38,79.09,15,72.00,227.46,151.09,234.84,false,false
3,4,"• Old Port (Vieux-Port): The heart of Marseille the Old Port has been a bustling harbor",11.95,7.39,450.37,87,90.00,252.66,540.37,260.05,false,false
3,5,"for over 2600 years. Today it is a lively area filled with cafes restaurants and markets.",12.00,24.48,389.18,89,108.00,269.76,497.18,294.24,false,false
3,6,"• Basilica of Notre-Dame de la Garde: This iconic basilica perched on a hill",11.95,7.39,390.61,76,90.00,312.12,480.61,319.51,false,false
3,7,"overlooking the city oﬀers panoramic views of Marseille and the Mediterranean Sea. Built in the 19th century it is a symbol of the city's maritime heritage.",12.00,24.48,425.41,156,108.00,329.22,533.41,353.70,false,false
3,8,"• MuCEM (Museum of European and Mediterranean Civilizations): This modern",11.95,7.39,420.55,73,90.00,371.52,510.55,378.91,true,false
3,9,"museum explores the cultural history of the Mediterranean region through a variety of exhibits and interactive displays.",12.00,24.48,433.21,120,108.00,388.62,541.21,413.10,false,false
3,10,"• Le Panier: The oldest district in Marseille Le Panier is a maze of narrow streets",11.95,7.39,415.63,83,90.00,430.92,505.63,438.31,false,false
3,11,"colorful buildings and historic landmarks. It's a great place to explore the city's past and enjoy its vibrant culture.",12.00,24.48,420.25,119,108.00,448.02,528.25,472.50,false,false
3,12,"Local Experiences",12.00,7.38,92.77,17,72.00,490.20,164.77,497.58,false,false
3,13,"• Boat Trip to the Calanques: Take a boat trip to the Calanques a series of stunning",11.95,7.39,430.45,84,90.00,515.46,520.45,522.85,false,false
3,14,"limestone cliﬀs and coves along the coast.",12.00,7.38,212.59,42,108.00,532.56,320.59,539.94,false,false
3,15,"• Fish Market at the Old Port: Visit the fish market at the Old Port to experience the",11.95,7.39,432.85,86,90.00,557.76,522.85,565.15,false,false
3,16,"local seafood culture.",12.00,7.38,109.21,22,108.00,574.86,217.21,582.24,false,false
3,17,"• Street Art in Cours Julien: Explore the vibrant street art scene in the Cours Julien",11.95,7.39,424.81,86,90.00,600.06,514.81,607.45,false,false
3,18,"district.",12.00,7.38,39.79,9,108.00,617.16,147.79,624.54,false,false
3,19,"Cultural Highlights",12.00,7.38,94.99,19,72.00,642.30,166.99,649.68,false,false
3,20,"Marseille is known for its vibrant arts scene with numerous galleries theaters and music venues. The city hosts several festivals throughout the year including the Festival de Marseille which celebrates contemporary dance theater and music. Marseille's cuisine is",12.00,41.58,448.22,263,72.00,667.38,520.22,708.96,false,false
4,0,"also a highlight with dishes like bouillabaisse (a traditional fish stew) and pastis (an anise- flavored aperitif) being local favorites.",12.00,24.48,448.62,137,72.00,83.76,520.62,108.24,false,false
4,1,"",12.00,8.59,3.34,0,72.00,126.06,75.34,134.65,true,false
4,2,"",12.00,7.39,2.74,0,216.00,126.06,218.74,133.45,true,false
5,0,"Nice: The Jewel of the French Riviera",12.00,7.39,193.30,37,72.00,83.88,265.30,91.27,true,false
5,1,"History",12.00,7.38,39.07,7,72.00,108.90,111.07,116.28,false,false
5,2,"Nice located on the French Riviera has been a popular destination for centuries. Its history dates back to the ancient Greeks who founded the city around 350 BC. Nice later became a Roman colony and has since evolved into a glamorous resort town. In the 19th century Nice became a favorite winter retreat for European aristocrats which contributed to its development as a luxurious destination.",12.00,75.78,461.83,394,72.00,133.98,533.83,209.76,false,false
5,3,"Key Attractions",12.00,7.38,79.09,15,72.00,227.46,151.09,234.84,false,false
5,4,"• Promenade des Anglais: This famous seaside promenade built in the 19th century is",11.95,7.39,445.57,83,90.00,252.66,535.57,260.05,false,false
5,5,"perfect for a leisurely stroll along the coast. It oﬀers stunning views of the Mediterranean and is lined with cafes and hotels.",12.00,24.48,367.09,128,108.00,269.76,475.09,294.24,false,false
5,6,"• Castle Hill (Colline du Château): This hilltop park oﬀers panoramic views of Nice and the Mediterranean. It was once the site of a medieval castle which was destroyed in the 18th century.",11.98,41.58,447.50,189,90.00,312.12,537.50,353.70,false,false
5,7,"• Old Town (Vieux Nice): The historic center of Nice is a labyrinth of narrow streets baroque churches and bustling markets. Don't miss the Cours Saleya market where you can find fresh produce flowers and local delicacies.",11.98,41.58,441.20,222,90.00,371.52,531.20,413.10,false,false
5,8,"• Matisse Museum: Dedicated to the works of Henri Matisse who spent much of his life in Nice this museum features a comprehensive collection of his paintings sculptures and drawings.",11.98,41.58,450.97,182,90.00,430.92,540.97,472.50,false,false
5,9,"Hidden Gems",12.00,7.38,71.11,11,72.00,490.20,143.11,497.58,false,false
5,10,"• Russian Orthodox Cathedral: Visit the stunning Russian Orthodox Cathedral a",11.95,7.39,415.99,77,90.00,515.46,505.99,522.85,false,false
5,11,"unique architectural gem in Nice.",12.00,7.38,167.41,33,108.00,532.56,275.41,539.94,false,false
5,12,"• Marc Chagall National Museum: Explore the works of Marc Chagall at this dedicated",11.95,7.39,446.18,83,90.00,557.76,536.18,565.15,false,false
5,13,"museum.",12.00,7.38,49.21,7,108.00,574.86,157.21,582.24,false,false
5,14,"• Parc Phoenix: Discover the botanical wonders at Parc Phoenix a beautiful garden and",11.95,7.39,451.16,85,90.00,600.06,541.16,607.45,false,false
5,15,"park.",12.00,7.38,28.45,5,108.00,617.16,136.45,624.54,false,false
5,16,"Cultural Highlights",12.00,7.38,94.99,19,72.00,642.30,166.99,649.68,false,false
5,17,"Nice is renowned for its vibrant cultural scene with numerous museums galleries and theaters. The city hosts the Nice Carnival in February one of the largest and oldest carnivals in the world. The Nice Jazz Festival held in July is another major event that attracts music",12.00,41.58,459.25,271,72.00,667.38,531.25,708.96,false,false
6,0,"lovers from around the globe. Nice's cuisine is also a highlight with dishes like salade niçoise and socca (a chickpea flour pancake) being local specialties.",12.00,24.48,464.23,158,72.00,83.76,536.23,108.24,false,false
6,1,"",12.00,8.59,3.34,0,72.00,126.06,75.34,134.65,true,false
6,2,"",12.00,7.39,2.74,0,216.00,126.06,218.74,133.45,true,false
7,0,"Avignon: The City of Popes",12.00,7.39,142.48,26,72.00,83.88,214.48,91.27,true,false
7,1,"History",12.00,7.38,39.07,7,72.00,108.90,111.07,116.28,false,false
7,2,"Avignon located on the banks of the Rhône River is best known for its role as the seat of the papacy in the 14th century. The city was home to seven popes during this period leaving a lasting legacy of impressive architecture and cultural heritage. Avignon's history dates back to Roman times and it has been a significant religious and cultural center for centuries.",12.00,58.68,468.79,367,72.00,133.98,540.79,192.66,false,false
7,3,"Key Attractions",12.00,7.38,79.09,15,72.00,210.36,151.09,217.74,false,false
7,4,"• Palais des Papes: This massive Gothic palace was the residence of the popes during their stay in Avignon. It is one of the largest and most important medieval Gothic buildings in Europe.",11.98,41.58,438.07,188,90.00,235.56,528.07,277.14,false,false
7,5,"• Pont Saint-Bénézet (Pont d'Avignon): This famous bridge immortalized in the song",11.95,7.39,441.97,82,90.00,295.02,531.97,302.41,false,false
7,6,"'Sur le Pont d'Avignon' was built in the 12th century. Although only a few arches remain it is a UNESCO World Heritage site.",12.00,24.48,404.06,124,108.00,312.12,512.06,336.60,false,false
7,7,"• Avignon Cathedral: Located next to the Palais des Papes this Romanesque cathedral",11.95,7.39,447.14,83,90.00,354.42,537.14,361.81,false,false
7,8,"dates back to the 12th century and features a gilded statue of the Virgin Mary.",12.00,7.38,387.74,79,108.00,371.52,495.74,378.90,false,false
7,9,"• Place de l'Horloge: The main square in Avignon this lively area is surrounded by cafes restaurants and historic buildings including the 19th-century town hall and opera house.",11.98,41.58,427.21,177,90.00,396.72,517.21,438.30,false,false
7,10,"Cultural Activities",12.00,7.38,90.79,19,72.00,456.00,162.79,463.38,false,false
7,11,"• Opéra Grand Avignon: Attend a performance at the Opéra Grand Avignon for a",11.95,7.39,418.57,76,90.00,481.26,508.57,488.65,false,false
7,12,"cultural treat.",12.00,7.38,69.25,15,108.00,498.36,177.25,505.74,false,false
7,13,"• Arts Scene: Explore the city's vibrant arts scene with numerous galleries and",11.95,7.39,405.97,79,90.00,523.56,495.97,530.95,false,false
7,14,"exhibitions.",12.00,7.38,60.25,12,108.00,540.66,168.25,548.04,false,false
7,15,"Cultural Highlights",12.00,7.38,94.99,19,72.00,565.74,166.99,573.12,false,false
7,16,"Avignon is famous for its annual Festival d'Avignon held in July which is one of the most important contemporary performing arts events in the world. The festival features theater dance and music performances in various historic venues throughout the city. Avignon's cuisine is also notable with local specialties such as truﬄes olive oil and wines from the surrounding vineyards.",12.00,75.72,452.47,380,72.00,590.88,524.47,666.60,false,false
7,17,"",12.00,8.59,3.34,0,72.00,684.48,75.34,693.07,true,false
7,18,"",12.00,7.39,2.74,0,216.00,684.48,218.74,691.87,true,false
8,0,"Aix-en-Provence: A City of Art and Culture",12.00,7.39,223.54,42,72.00,83.88,295.54,91.27,true,false
8,1,"History",12.00,7.38,39.07,7,72.00,108.90,111.07,116.28,false,false
8,2,"Aix-en-Provence founded by the Romans in 123 BC is known for its elegant architecture vibrant cultural scene and association with the painter Paul Cézanne. The city's rich history is reflected in its beautiful buildings and lively atmosphere. Aix-en-Provence has been a center of art and learning for centuries attracting artists writers and scholars.",12.00,58.68,466.34,351,72.00,133.98,538.34,192.66,false,false
8,3,"Key Attractions",12.00,7.38,79.09,15,72.00,210.36,151.09,217.74,false,false
8,4,"• Cours Mirabeau: This grand boulevard lined with plane trees cafes and fountains is",11.95,7.38,443.17,84,90.00,235.44,533.17,242.82,false,false
8,5,"the heart of Aix-en-Provence. It is a great place to soak up the city's atmosphere.",12.00,7.38,404.35,83,108.00,252.54,512.35,259.92,false,false
8,6,"• Saint-Sauveur Cathedral: This cathedral built between the 5th and 17th centuries",11.95,7.38,427.22,82,90.00,277.68,517.22,285.06,false,false
8,7,"features a mix of architectural styles including Romanesque Gothic and Baroque. It is known for its beautiful cloister and triptych by Nicolas Froment.",12.00,24.48,432.86,151,108.00,294.78,540.86,319.26,false,false
8,8,"• Hôtel de Ville: The town hall of Aix-en-Provence built in the 17th century is an elegant building with a beautiful clock tower and an ornate facade. The square in front of the Hôtel de Ville is a lively spot often hosting markets and events.",11.99,41.58,452.53,243,90.00,336.96,542.53,378.54,false,false
8,9,"• Atelier Cézanne: The studio of Paul Cézanne one of the most famous painters",11.95,7.38,408.25,77,90.00,396.24,498.25,403.62,false,false
8,10,"associated with Aix-en-Provence is preserved as a museum. Visitors can see where Cézanne created many of his masterpieces and gain insight into his artistic process.",12.00,24.48,418.03,165,108.00,413.34,526.03,437.82,false,false
8,11,"Artistic Heritage",12.00,7.38,83.71,17,72.00,455.52,155.71,462.90,false,false
8,12,"• Walking Tour: Take a walking tour of sites related to Paul Cézanne such as the Terrain",11.96,7.38,446.60,88,90.00,480.60,536.60,487.98,false,false
8,13,"des Peintres and the Bibémus Quarry.",12.00,7.38,190.45,36,108.00,497.70,298.45,505.08,false,false
8,14,"• Local Markets: Visit the city's famous markets such as the flower market at Place de",11.95,7.38,440.54,86,90.00,522.84,530.54,530.22,false,false
8,15,"l'Hôtel de Ville or the food market at Place Richelme.",12.00,7.38,267.73,54,108.00,539.94,375.73,547.32,false,false
8,16,"Cultural Highlights",12.00,7.38,94.99,19,72.00,565.02,166.99,572.40,false,false
8,17,"Aix-en-Provence is known for its vibrant arts scene with numerous galleries theaters and music venues. The city hosts several festivals throughout the year including the Festival d'Aix- en-Provence which features opera and classical music performances. Aix-en-Provence's cuisine is also a highlight with local specialties such as calissons (almond-shaped candies) and Provençal dishes made with fresh local ingredients.",12.00,75.78,467.52,419,72.00,590.10,539.52,665.88,false,false
8,18,"",12.00,8.59,3.34,0,72.00,683.70,75.34,692.29,true,false
8,19,"",12.00,7.39,2.74,0,216.00,683.70,218.74,691.09,true,false
9,0,"Toulouse: The Pink City",12.00,7.39,125.14,23,72.00,83.88,197.14,91.27,true,false
9,1,"History",12.00,7.38,39.07,7,72.00,108.90,111.07,116.28,false,false
9,2,"Toulouse known as 'La Ville Rose' (The Pink City) due to its distinctive terracotta buildings is a vibrant city with a rich history. It was an important center during the Roman period and later became a hub of the aerospace industry. Toulouse has been a center of learning and culture for centuries with a prestigious university and numerous research institutions.",12.00,58.68,460.88,364,72.00,133.98,532.88,192.66,false,false
9,3,"Key Attractions",12.00,7.38,79.09,15,72.00,210.36,151.09,217.74,false,false
9,4,"• Basilica of Saint-Sernin: This Romanesque basilica built between the 11th and 13th",11.95,7.38,428.95,84,90.00,235.44,518.95,242.82,false,false
9,5,"centuries is a UNESCO World Heritage site. It is one of the largest and best-preserved Romanesque churches in Europe.",12.00,24.48,428.65,117,108.00,252.54,536.65,277.02,false,false
9,6,"• Capitole de Toulouse: The city's town hall and theater the Capitole is an impressive building with a neoclassical facade. It has been the seat of municipal power since the 12th century.",11.98,41.58,441.92,187,90.00,294.78,531.92,336.36,false,false
9,7,"• Jacobins Convent: This Gothic convent founded in the 13th century is known for its",11.95,7.38,437.35,84,90.00,354.06,527.35,361.44,false,false
9,8,"beautiful cloister and the relics of Saint Thomas Aquinas.",12.00,7.38,284.41,58,108.00,371.16,392.41,378.54,false,false
9,9,"• Cité de l'Espace: This space-themed science museum features interactive exhibits a planetarium and a replica of the Mir space station. It's an engaging and educational experience for visitors of all ages.",11.98,41.58,437.95,206,90.00,396.24,527.95,437.82,false,false
9,10,"Aerospace Industry",12.00,7.38,99.73,18,72.00,455.52,171.73,462.90,false,false
9,11,"• Airbus Factory Tours: Visit the Airbus factory for a fascinating tour of one of the",11.95,7.38,415.39,85,90.00,480.60,505.39,487.98,false,false
9,12,"world's leading aircraft manufacturers.",12.00,7.38,194.17,39,108.00,497.70,302.17,505.08,false,false
9,13,"• Aeroscopia Museum: Explore the history of aviation at the Aeroscopia Museum which",11.95,7.38,452.77,83,90.00,522.84,542.77,530.22,false,false
9,14,"features a collection of historic aircraft.",12.00,7.38,195.91,43,108.00,539.94,303.91,547.32,false,false
9,15,"Cultural Highlights",12.00,7.38,94.99,19,72.00,565.02,166.99,572.40,false,false
9,16,"Toulouse is renowned for its vibrant cultural scene with numerous theaters music venues and festivals. The city hosts the Toulouse International Art Festival which features contemporary art exhibitions and performances. Toulouse's cuisine is also notable with local specialties such as cassoulet (a hearty bean and meat stew) and foie gras being popular dishes.",12.00,75.78,466.99,361,72.00,590.10,538.99,665.88,false,false
9,17,"",12.00,8.59,3.34,0,72.00,683.70,75.34,692.29,true,false
9,18,"",12.00,7.39,2.74,0,216.00,683.70,218.74,691.09,true,false
10,0,"Montpellier: A University City with Medieval Charm",12.00,7.39,271.00,50,72.00,83.88,343.00,91.27,true,false
10,1,"History",12.00,7.38,39.07,7,72.00,108.90,111.07,116.28,false,false
10,2,"Montpellier founded in the 10th century is known for its prestigious university and vibrant cultural scene. The city has a rich history with a blend of medieval Renaissance and modern architecture. Montpellier has been a center of learning and innovation for centuries attracting scholars and students from around the world.",12.00,58.68,469.09,324,72.00,133.98,541.09,192.66,false,false
10,3,"Key Attractions",12.00,7.38,79.09,15,72.00,210.36,151.09,217.74,false,false
10,4,"• Place de la Comédie: The central square of Montpellier this bustling area is",11.95,7.38,394.87,78,90.00,235.44,484.87,242.82,false,false
10,5,"surrounded by cafes shops and the impressive Opéra Comédie. It is a great place to start exploring the city.",12.00,24.48,422.29,108,108.00,252.54,530.29,277.02,false,false
10,6,"• Saint-Pierre Cathedral: This Gothic cathedral built in the 14th century is known for its",11.96,7.38,447.20,90,90.00,294.78,537.20,302.16,false,false
10,7,"imposing facade and twin towers. It is the seat of the Archdiocese of Montpellier.",12.00,7.38,404.83,82,108.00,311.88,512.83,319.26,false,false
10,8,"• Promenade du Peyrou: This 17th-century promenade oﬀers stunning views of the city",11.95,7.38,446.35,83,90.00,336.96,536.35,344.34,false,false
10,9,"and features the Arc de Triomphe and the Château d'Eau a beautiful water tower.",12.00,7.38,409.45,79,108.00,354.06,517.45,361.44,false,false
10,10,"• Musée Fabre: One of the most important art museums in France the Musée Fabre",11.95,7.38,430.51,78,90.00,379.14,520.51,386.52,false,false
10,11,"houses an extensive collection of European paintings sculptures and decorative arts.",12.00,7.38,428.11,84,108.00,396.24,536.11,403.62,false,false
10,12,"Student Life",12.00,7.38,62.83,12,72.00,421.32,134.83,428.70,false,false
10,13,"• University Influence: Highlight the vibrant student life and the influence of the",11.95,7.38,407.89,83,90.00,446.46,497.89,453.84,false,false
10,14,"university on the city's culture.",12.00,7.38,154.93,33,108.00,463.56,262.93,470.94,false,false
10,15,"• Modern Architecture: Mention modern architectural landmarks like the Antigone",11.95,7.38,425.60,79,90.00,488.64,515.60,496.02,false,false
10,16,"district or the Pierresvives building.",12.00,7.38,178.27,38,108.00,505.74,286.27,513.12,false,false
10,17,"Cultural Highlights",12.00,7.38,94.99,19,72.00,530.82,166.99,538.20,false,false
10,18,"Montpellier is renowned for its vibrant cultural scene with numerous theaters music venues and festivals. The city hosts the Montpellier Dance Festival which attracts contemporary dance companies from around the world. Montpellier's cuisine is also notable with local specialties such as tielle (a savory pie filled with octopus) and wines from the surrounding vineyards.",12.00,75.78,466.15,371,72.00,555.90,538.15,631.68,false,false
10,19,"",12.00,8.59,3.34,0,72.00,649.50,75.34,658.09,true,false
10,20,"",12.00,7.39,2.74,0,216.00,649.50,218.74,656.89,true,false
11,0,"Perpignan: A Blend of French and Catalan Cultures",12.00,7.39,265.42,49,72.00,83.88,337.42,91.27,true,false
11,1,"History",12.00,7.38,39.07,7,72.00,108.90,111.07,116.28,false,false
11,2,"Perpignan located near the Spanish border has a unique blend of French and Catalan influences. The city was once the capital of the Kingdom of Majorca and has a rich history reflected in its architecture and culture. Perpignan's strategic location has made it a crossroads of cultures and traditions.",12.00,58.68,447.92,300,72.00,133.98,519.92,192.66,false,false
11,3,"Key Attractions",12.00,7.38,79.09,15,72.00,210.36,151.09,217.74,false,false
11,4,"• Palace of the Kings of Majorca: This impressive fortress built in the 13th century was the residence of the Kings of Majorca. It oﬀers panoramic views of the city and the surrounding countryside.",11.99,41.58,441.79,197,90.00,235.44,531.79,277.02,false,false
11,5,"• Perpignan Cathedral: Also known as the Cathedral of Saint John the Baptist this",11.95,7.38,419.71,81,90.00,294.78,509.71,302.16,false,false
11,6,"Gothic cathedral was built in the 14th century and features a beautiful cloister and bell tower.",12.00,24.48,430.70,96,108.00,311.88,538.70,336.36,false,false
11,7,"• Castillet: This iconic red-brick gatehouse built in the 14th century is a symbol of",11.95,7.38,419.05,85,90.00,354.06,509.05,361.44,false,false
11,8,"Perpignan. It now houses the Casa Pairal Museum which showcases the history and culture of the region.",12.00,24.48,421.34,102,108.00,371.16,529.34,395.64,false,false
11,9,"• Loge de Mer: This historic building originally a maritime trading exchange dates back",11.96,7.38,449.72,87,90.00,413.34,539.72,420.72,false,false
11,10,"to the 14th century. It is located in the heart of the old town and is a testament to Perpignan's rich mercantile history.",12.00,24.48,404.83,122,108.00,430.44,512.83,454.92,false,false
11,11,"Cultural Fusion",12.00,7.38,77.71,15,72.00,472.62,149.71,480.00,false,false
11,12,"• Festivals: Emphasize the blend of French and Catalan cultures in the city's festivals",11.96,7.38,433.52,87,90.00,497.70,523.52,505.08,false,false
11,13,"cuisine and traditions.",12.00,7.38,114.19,23,108.00,514.80,222.19,522.18,false,false
11,14,"• Beaches and Nature: Suggest visiting nearby beaches like Canet-en-Roussillon or",11.95,7.38,424.21,81,90.00,539.94,514.21,547.32,false,false
11,15,"exploring the Pyrenees mountains.",12.00,7.38,176.89,33,108.00,557.04,284.89,564.42,false,false
11,16,"Cultural Highlights",12.00,7.38,94.99,19,72.00,582.12,166.99,589.50,false,false
11,17,"Perpignan is known for its vibrant cultural scene with a strong emphasis on Catalan traditions. The city hosts the Guitares au Palais festival which celebrates guitar music in various genres. Perpignan's cuisine is also notable with local specialties such as cargolade (grilled snails) and wines from the Roussillon region.",12.00,58.68,450.13,323,72.00,607.20,522.13,665.88,false,false
11,18,"",12.00,8.59,3.34,0,72.00,683.70,75.34,692.29,true,false
11,19,"",12.00,7.39,2.74,0,216.00,683.70,218.74,691.09,true,false
12,0,"Arles: A Roman Treasure",12.00,7.39,132.04,23,72.00,83.88,204.04,91.27,true,false
12,1,"History",12.00,7.38,39.07,7,72.00,108.90,111.07,116.28,false,false
12,2,"Arles located on the banks of the Rhône River is renowned for its Roman and Romanesque monuments. The city was an important Roman settlement and later became a center of Christian pilgrimage. Arles has a rich artistic heritage having inspired artists such as Vincent van Gogh and Pablo Picasso.",12.00,58.68,461.77,294,72.00,133.98,533.77,192.66,false,false
12,3,"Key Attractions",12.00,7.38,79.09,15,72.00,210.36,151.09,217.74,false,false
12,4,"• Arles Amphitheatre: This Roman amphitheater built in the 1st century AD is still used",11.96,7.38,446.77,87,90.00,235.44,536.77,242.82,false,false
12,5,"for events such as bullfights and concerts. It is one of the best-preserved Roman structures in France.",12.00,24.48,401.23,103,108.00,252.54,509.23,277.02,false,false
12,6,"• Church of St. Trophime: This Romanesque church built in the 12th century is known for its stunning portal and cloister. It was an important stop on the pilgrimage route to Santiago de Compostela.",11.98,41.58,448.63,197,90.00,294.78,538.63,336.36,false,false
12,7,"• Alyscamps: This ancient Roman necropolis located just outside the city walls was a",11.95,7.38,438.92,84,90.00,354.06,528.92,361.44,false,false
12,8,"major burial site in antiquity. It features a long avenue lined with sarcophagi.",12.00,7.38,382.03,80,108.00,371.16,490.03,378.54,false,false
12,9,"• Thermes de Constantin: These Roman baths built in the 4th century AD are a",11.95,7.38,409.09,76,90.00,396.24,499.09,403.62,false,false
12,10,"testament to the city's importance during the Roman period.",12.00,7.38,305.89,59,108.00,413.34,413.89,420.72,false,false
12,11,"Artistic Influence",12.00,7.38,87.25,18,72.00,438.42,159.25,445.80,false,false
12,12,"• Vincent van Gogh: Include a section on Vincent van Gogh's time in Arles and the",11.95,7.38,422.05,81,90.00,463.56,512.05,470.94,false,false
12,13,"locations that inspired his paintings.",12.00,7.38,181.09,38,108.00,480.60,289.09,487.98,false,false
12,14,"• Photography: Recommend visiting during the Rencontres d'Arles photography festival",11.95,7.38,450.91,84,90.00,505.74,540.91,513.12,false,false
12,15,"for a unique cultural experience.",12.00,7.38,163.45,33,108.00,522.84,271.45,530.22,false,false
12,16,"Cultural Highlights",12.00,7.38,94.99,19,72.00,547.92,166.99,555.30,false,false
12,17,"Arles is known for its vibrant arts scene with numerous galleries theaters and festivals. The city hosts the Rencontres d'Arles an international photography festival that attracts artists and photographers from around the world. Arles' cuisine is also notable with local specialties such as bull meat stew and wines from the surrounding vineyards.",12.00,58.68,469.22,347,72.00,573.00,541.22,631.68,false,false
12,18,"",12.00,8.59,3.34,0,72.00,649.50,75.34,658.09,true,false
12,19,"",12.00,7.39,2.74,0,216.00,649.50,218.74,656.89,true,false
13,0,"Carcassonne: A Medieval Fortress",12.00,7.39,178.90,32,72.00,83.88,250.90,91.27,true,false
13,1,"History",12.00,7.38,39.07,7,72.00,108.90,111.07,116.28,false,false
13,2,"Carcassonne is a fortified city in the Languedoc region known for its well-preserved medieval architecture. The city's history dates back to the Roman period but it is best known for its role in the medieval period as a stronghold during the Albigensian Crusade. Carcassonne's double-walled fortifications and 52 towers make it one of the most impressive examples of medieval architecture in Europe.",12.00,75.78,470.65,399,72.00,133.98,542.65,209.76,false,false
13,3,"Key Attractions",12.00,7.38,79.09,15,72.00,227.46,151.09,234.84,false,false
13,4,"• Cité de Carcassonne: This medieval fortress is a UNESCO World Heritage site and one of the most impressive examples of medieval architecture in Europe. It features double walls 52 towers and a castle.",11.98,41.58,452.71,202,90.00,252.54,542.71,294.12,false,false
13,5,"• Basilica of Saints Nazarius and Celsus: This Gothic-Romanesque basilica located",11.95,7.38,420.61,81,90.00,311.88,510.61,319.26,false,false
13,6,"within the fortress dates back to the 11th century. It is known for its beautiful stained glass windows.",12.00,24.42,422.89,104,108.00,328.98,530.89,353.40,false,false
13,7,"• Château Comtal: This castle located within the Cité oﬀers guided tours that provide",11.95,7.38,440.48,85,90.00,371.16,530.48,378.54,false,false
13,8,"insight into the history and architecture of Carcassonne.",12.00,7.38,280.21,57,108.00,388.26,388.21,395.64,false,false
13,9,"• Pont Vieux: This 14th-century bridge connects the medieval Cité with the lower town.",11.95,7.38,446.95,86,90.00,413.34,536.95,420.72,false,false
13,10,"It oﬀers stunning views of the fortress and the surrounding countryside.",12.00,7.38,358.09,72,108.00,430.44,466.09,437.82,false,false
13,11,"Medieval Life",12.00,7.38,70.09,13,72.00,455.52,142.09,462.90,false,false
13,12,"• Reenactments: Provide insights into medieval life in Carcassonne including",11.95,7.38,396.61,76,90.00,480.60,486.61,487.98,false,false
13,13,"reenactments and historical tours.",12.00,7.38,172.75,34,108.00,497.70,280.75,505.08,false,false
13,14,"• Surrounding Area: Suggest exploring the surrounding Languedoc region known for its",11.95,7.38,450.50,84,90.00,522.84,540.50,530.22,false,false
13,15,"vineyards and picturesque villages.",12.00,7.38,177.01,35,108.00,539.94,285.01,547.32,false,false
13,16,"Cultural Highlights",12.00,7.38,94.99,19,72.00,565.02,166.99,572.40,false,false
