page,block,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
3,11,"• Tarte Tropézienne: A dessert from Saint-Tropez consisting of a brioche filled with a creamy mixture of pastry cream and butter. Tarte Tropézienne is a sweet treat that is perfect for a special occasion or as an indulgent afternoon snack. The dessert was created by a Polish baker in the 1950s and quickly became a favorite among locals and tourists alike.",11.99,75.72,451.58,357,90.00,533.04,541.58,608.76,false,false
3,12,"",12.00,8.59,3.34,0,72.00,626.64,75.34,635.23,true,false
3,13,"",12.00,7.39,2.74,0,216.00,626.64,218.74,634.03,true,false
4,0,"Must-Visit Restaurants",12.00,7.39,119.62,22,72.00,83.88,191.62,91.27,true,false
4,1,"To truly experience the culinary delights of the South of France here are some restaurants you should consider visiting:",12.00,24.48,450.55,120,72.00,108.90,522.55,133.38,false,false
4,2,"• Le Petit Nice Passedat (Marseille): A three-Michelin-starred restaurant oﬀering exquisite seafood dishes and stunning views of the Mediterranean. Chef Gérald Passedat is known for his innovative approach to seafood creating dishes that are both visually stunning and incredibly flavorful. The restaurant's location on the cliﬀs overlooking the sea adds to the overall dining experience.",11.99,75.78,437.65,388,90.00,151.08,527.65,226.86,false,false
4,3,"• La Chèvre d'Or (Èze): Located in a medieval village this two-Michelin-starred",11.95,7.38,407.29,79,90.00,244.56,497.29,251.94,false,false
4,4,"restaurant serves refined Provençal cuisine with breathtaking views of the French Riviera. The restaurant's terrace oﬀers panoramic views of the Mediterranean making it the perfect spot for a romantic dinner. The menu features dishes that highlight the region's fresh seasonal ingredients.",12.00,58.68,429.98,289,108.00,261.66,537.98,320.34,false,false
4,5,"• Le Mirazur (Menton): Ranked among the world's best restaurants Le Mirazur oﬀers a",11.95,7.38,444.97,83,90.00,338.04,534.97,345.42,false,false
4,6,"unique dining experience with a focus on fresh local ingredients and innovative dishes. Chef Mauro Colagreco's cuisine is inspired by the surrounding landscape with many ingredients sourced from the restaurant's own gardens. The menu changes with the seasons ensuring that each visit is a new and exciting experience.",12.00,58.68,430.70,317,108.00,355.14,538.70,413.82,false,false
4,7,"• Chez Pipo (Nice): A local favorite for Socca this casual eatery is perfect for a quick and",11.96,7.38,450.92,92,90.00,431.52,540.92,438.90,false,false
4,8,"delicious snack. Chez Pipo has been serving Socca since 1923 and is a beloved institution in Nice. The restaurant's simple no-frills approach allows the quality of the Socca to shine through.",12.00,41.58,428.05,191,108.00,448.62,536.05,490.20,false,false
4,9,"• L'Atelier de Jean-Luc Rabanel (Arles): A Michelin-starred restaurant known for its",11.95,7.38,425.05,84,90.00,507.90,515.05,515.28,false,false
4,10,"creative and contemporary take on Provençal cuisine. Chef Jean-Luc Rabanel's dishes are a feast for the senses combining bold flavors with artistic presentation. The restaurant's tasting menu oﬀers a journey through the flavors of Provence with each course showcasing the region's finest ingredients.",12.00,58.68,429.01,300,108.00,525.00,537.01,583.68,false,false
4,11,"• La Table de Plaisance (Saint-Émilion): A two-Michelin-starred restaurant oﬀering a sophisticated menu that highlights the flavors of the region. The restaurant is located in a historic building in the heart of Saint-Émilion a town known for its world-class wines. The menu features dishes that pair beautifully with the local wines creating a truly memorable dining experience.",11.99,75.78,442.39,379,90.00,601.38,532.39,677.16,false,false
4,12,"",12.00,8.59,3.34,0,72.00,694.98,75.34,703.57,true,false
4,13,"",12.00,7.39,2.74,0,216.00,694.98,218.74,702.37,true,false
5,0,"Wine Regions and Types of Wines",12.00,7.39,176.32,31,72.00,83.88,248.32,91.27,true,false
5,1,"The South of France is renowned for its diverse and exceptional wine regions. Here are some key areas to explore and the types of wines they produce:",12.00,24.48,464.05,149,72.00,108.90,536.05,133.38,false,false
5,2,"• Provence: Famous for its rosé wines Provence is one of the oldest wine-producing regions in France. The region's sunny climate and diverse terroir contribute to the production of light refreshing rosés as well as robust reds and aromatic whites. Key appellations include Côtes de Provence Bandol and Cassis. Notable grape varieties include Grenache Syrah Mourvèdre and Cinsault for reds and rosés and Rolle (Vermentino) and Clairette for whites.",11.99,92.88,439.03,447,90.00,151.08,529.03,243.96,false,false
5,3,"• Languedoc-Roussillon: This vast region stretches along the Mediterranean coast and is known for its variety of wine styles. Languedoc-Roussillon produces everything from crisp whites and fruity rosés to full-bodied reds. Notable appellations include Corbières Minervois and Picpoul de Pinet. Key grape varieties include Carignan Grenache Syrah and Mourvèdre for reds and Picpoul Marsanne and Roussanne for whites.",11.99,92.88,451.09,415,90.00,261.66,541.09,354.54,false,false
5,4,"• Rhône Valley: The southern part of the Rhône Valley is famous for its powerful red",11.95,7.38,432.49,84,90.00,372.24,522.49,379.62,false,false
5,5,"wines particularly those from Châteauneuf-du-Pape. The region also produces excellent whites and rosés. Other important appellations include Gigondas Vacqueyras and Côtes du Rhône. Key grape varieties include Grenache Syrah and Mourvèdre for reds and Viognier Marsanne and Roussanne for whites.",12.00,58.68,415.16,294,108.00,389.34,523.16,448.02,false,false
5,6,"• South West France (Sud-Ouest): This lesser-known region is home to a variety of unique wines made from indigenous grape varieties. The area includes sub-regions such as Bergerac Cahors and Madiran. South West France is known for its robust reds aromatic whites and sweet dessert wines. Key grape varieties include Malbec (known locally as Côt) Tannat and Négrette for reds and Gros Manseng Petit Manseng and Colombard for whites.",11.99,92.88,452.35,431,90.00,465.72,542.35,558.60,false,false
5,7,"• Corsica: Although technically an island Corsica is often included in discussions of",11.95,7.38,425.17,85,90.00,576.30,515.17,583.68,false,false
5,8,"Southern French wine regions. The island's diverse terroir and Mediterranean climate produce a range of wines including crisp whites fruity rosés and spicy reds. Key appellations include Ajaccio Patrimonio and Vin de Corse. Notable grape varieties include Nielluccio (Sangiovese) Sciacarello and Vermentino.",12.00,58.68,426.91,307,108.00,593.40,534.91,652.08,false,false
5,9,"",12.00,8.59,3.34,0,72.00,669.90,75.34,678.49,true,false
5,10,"",12.00,7.39,2.74,0,216.00,669.90,218.74,677.29,true,false
6,0,"Culinary Experiences",12.00,7.39,111.88,20,72.00,83.88,183.88,91.27,true,false
6,1,"In addition to dining at top restaurants there are several culinary experiences you should consider:",12.00,24.48,446.36,100,72.00,108.90,518.36,133.38,false,false
6,2,"• Cooking Classes: Many towns and cities in the South of France oﬀer cooking classes where you can learn to prepare traditional dishes like bouillabaisse ratatouille and tarte tropézienne. These classes are a great way to immerse yourself in the local culture and gain hands-on experience with regional recipes. Some classes even include a visit to a local market to shop for fresh ingredients.",11.99,75.78,438.01,394,90.00,151.08,528.01,226.86,false,false
6,3,"• Food Markets: Visit local markets such as the Cours Saleya Market in Nice or the",11.95,7.38,421.03,82,90.00,244.56,511.03,251.94,false,false
6,4,"Marché Forville in Cannes to sample fresh produce cheeses and charcuterie. These markets are a feast for the senses with stalls overflowing with colorful fruits and vegetables fragrant herbs and artisanal products. Take the time to chat with the vendors and learn about the local specialties.",12.00,58.68,419.84,292,108.00,261.66,527.84,320.34,false,false
6,5,"• Wine Tours: The South of France is renowned for its wine regions including Provence and Languedoc. Take a wine tour to visit vineyards taste local wines and learn about the winemaking process. Many wineries oﬀer guided tours and tastings giving you the opportunity to sample a variety of wines and discover new favorites. Don't miss the chance to try rosé from Provence which is famous for its light refreshing flavor.",11.99,75.78,451.21,420,90.00,338.04,541.21,413.82,false,false
6,6,"• Olive Oil Tasting: The region is famous for its olive oil. Visit an olive grove to learn about olive oil production and enjoy a tasting session. You'll have the chance to sample diﬀerent varieties of olive oil and learn about the nuances of flavor and aroma. Many olive groves also produce other products like tapenade and olive soap which make great souvenirs.",11.99,75.78,450.26,363,90.00,431.52,540.26,507.30,false,false
6,7,"• Truﬄe Hunting: The South of France is known for its truﬄes particularly the black truﬄes from the Périgord region. Join a truﬄe hunting tour to experience the thrill of searching for these prized fungi. You'll be accompanied by a trained truﬄe dog and a knowledgeable guide who will teach you about the truﬄe's history and culinary uses. After the hunt enjoy a truﬄe-themed meal featuring your freshly harvested finds.",11.99,75.78,445.87,420,90.00,525.00,535.87,600.78,false,false
6,8,"• Farm-to-Table Dining: Many restaurants in the South of France embrace the farm-to- table philosophy sourcing their ingredients from local farms and producers. Look for restaurants that highlight seasonal locally grown produce and sustainably raised meats. Dining at a farm-to-table restaurant is a wonderful way to support local agriculture and enjoy the freshest ingredients available.",11.99,75.78,442.94,388,90.00,618.48,532.94,694.26,false,false
7,0,"• Cheese Tasting: The South of France is home to a variety of delicious cheeses",11.95,7.38,408.25,79,90.00,83.76,498.25,91.14,false,false
7,1,"including Roquefort Banon and Picodon. Visit a local fromagerie (cheese shop) or a farm to sample these cheeses and learn about their production. Many cheese producers oﬀer tours and tastings giving you the opportunity to discover the unique flavors and textures of the region's cheeses.",12.00,58.68,424.09,287,108.00,100.86,532.09,159.54,false,false
7,2,"• Pastry Workshops: French pastries are renowned worldwide and the South of France is no exception. Join a pastry workshop to learn how to make classic French pastries like croissants éclairs and macarons. These workshops are a fun and interactive way to improve your baking skills and take home some delicious treats.",11.99,58.68,445.87,318,90.00,177.24,535.87,235.92,false,false
7,3,"",12.00,8.59,3.34,0,72.00,253.74,75.34,262.33,true,false
7,4,"",12.00,7.39,2.74,0,216.00,253.74,218.74,261.13,true,false
8,0,"Conclusion",12.00,7.39,60.22,10,72.00,83.88,132.22,91.27,true,false
8,1,"The South of France oﬀers a rich and diverse culinary landscape that is sure to delight any food lover. From fresh seafood and Provençal dishes to iconic restaurants and unique culinary experiences there is something for everyone to enjoy. Whether you're savoring a bowl of bouillabaisse by the sea exploring vibrant food markets or indulging in a Michelin-starred meal the flavors of this beautiful region will leave a lasting impression. Use this guide to plan your culinary journey and savor the tastes of the South of France creating memories that will linger long after your trip has ended. Bon appétit!",12.00,109.92,469.76,608,72.00,108.90,541.76,218.82,false,false
8,2,"",12.00,7.38,2.77,0,72.00,236.58,74.77,243.96,false,false
