page,block,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
3,10," Fostering product-oriented research for establishing a self-sustaining and wealth",12.00,5.63,453.03,83,81.86,276.05,534.90,281.68,false,false
3,11,"creating centre to serve the societal needs.",12.00,5.63,232.10,44,99.86,296.69,331.97,302.32,false,false
3,12,"",12.00,5.63,3.34,0,99.86,317.45,103.20,323.08,true,false
3,13,"",12.00,5.63,3.34,0,77.42,332.21,80.76,337.84,true,false
3,14,"Vision and Mission of the Department",12.00,5.63,218.16,36,190.37,358.01,408.53,363.64,true,false
3,15,"COMPUTER SCIENCE & ENGINEERING",14.00,6.58,251.15,30,174.14,374.81,425.29,381.39,true,false
3,16,"VISION",14.00,6.58,48.30,6,63.86,390.89,112.16,397.47,true,false
3,17,"Attaining global recognition in Computer Science & Engineering education, research and training to meet the growing needs of the industry and society",12.00,20.41,471.17,149,63.86,405.17,535.04,425.58,false,false
3,18,"MISSION",14.00,6.58,59.58,7,63.86,444.79,123.44,451.37,true,false
3,19," Imparting quality education through well-designed curriculum in tune with the challenging software needs of the industry.  Providing state-of-art research facilities to generate knowledge and develop technologies in the thrust areas of Computer Science and Engineering.  Developing linkages with world class organizations to strengthen industry- academia relationships for mutual benefit",12.00,81.71,453.17,391,81.86,459.79,535.04,541.50,false,false
3,20,"",12.00,5.63,3.34,0,63.86,558.67,67.20,564.30,false,false
3,21,"",12.00,5.63,3.34,0,63.86,580.54,67.20,586.17,false,false
3,22,"",12.00,5.63,3.34,0,63.86,602.38,67.20,608.01,false,false
3,23,"",12.00,5.63,3.34,0,63.86,624.10,67.20,629.73,false,false
3,24,"",12.00,5.63,3.34,0,63.86,645.94,67.20,651.57,false,false
3,25,"",12.00,5.63,3.34,0,63.86,667.78,67.20,673.41,false,false
3,26,"",12.00,5.63,3.34,0,297.77,689.50,301.11,695.13,false,false
3,27,"",12.00,5.63,3.34,0,63.86,711.34,67.20,716.97,true,false
3,28,"",12.00,5.63,3.34,0,207.89,711.34,211.23,716.97,true,false
3,29,"3 | Page",12.00,5.63,59.86,8,475.18,825.60,535.04,831.23,false,false
3,30,"",12.00,5.63,3.34,0,63.86,839.40,67.20,845.03,false,false
4,0,"Department of Computer Science & Engineering",12.00,5.63,429.30,44,105.74,54.36,535.04,59.99,false,false
4,1,"Program: B.Tech. Computer Science & Engineering",12.00,5.63,296.82,47,150.98,77.04,447.80,82.67,true,false
4,2,"Program Educational Objectives",12.00,5.63,188.16,30,205.37,104.06,393.53,109.69,true,false
4,3,"Apply computer science theory blended with mathematics and engineering",12.00,5.63,392.53,70,136.70,119.42,529.23,125.05,false,false
4,4,"PEO-1",12.00,5.63,39.33,5,69.50,133.10,108.84,138.73,true,false
4,5,"to model computing systems.",12.00,5.63,158.89,27,136.70,140.18,295.59,145.81,false,false
4,6,"Design, implement, test and maintain software systems based on",12.00,5.63,392.27,62,136.70,161.30,528.97,166.93,false,false
4,7,"PEO-2",12.00,5.63,39.33,5,69.50,174.98,108.84,180.61,true,false
4,8,"requirement specifications",12.00,5.63,142.81,26,136.70,182.06,279.51,187.69,false,false
4,9,"Communicate effectively with team members, engage in applying",12.00,5.63,392.29,61,136.70,203.30,528.99,208.93,false,false
4,10,"PEO-3",12.00,5.63,39.33,5,69.50,216.98,108.84,222.61,true,false
4,11,"technologies and lead teams in industry.",12.00,5.63,217.59,40,136.70,223.94,354.29,229.57,false,false
4,12,"Assess the computing systems from the view point of quality, security,",12.00,5.63,392.24,70,136.70,245.21,528.94,250.84,false,false
4,13,"PEO-4",12.00,5.63,39.33,5,69.50,258.89,108.84,264.52,true,false
4,14,"privacy, cost, utility, etiquette and ethics.",12.00,5.63,218.19,45,136.70,265.85,354.89,271.48,false,false
4,15,"Engage in lifelong learning, career enhancement and adapt to changing",12.00,5.63,392.70,69,136.70,287.09,529.40,292.72,false,false
4,16,"PEO-5",12.00,5.63,39.33,5,69.50,300.77,108.84,306.40,true,false
4,17,"professional and societal needs",12.00,5.63,171.49,31,136.70,307.73,308.19,313.36,false,false
4,18,"",12.00,5.63,3.34,0,63.86,328.85,67.20,334.48,false,false
4,19,"Program Articulation Matrix PEO",12.00,19.91,147.84,31,225.53,350.69,373.37,370.60,false,false
4,20,"Mission Statements Imparting quality education through well-designed curriculum in tune with the challenging software needs of the industry. Providing state-of-art research facilities to generate knowledge and develop technologies in the 2 3 3 3 2 thrust areas of Computer Science and Engineering. Developing linkages with world class organizations to strengthen industry-academia relationships for mutual benefit",12.00,200.29,442.01,413,69.50,378.77,511.52,579.06,false,false
4,21,"PEO-1 PEO-2 PEO-3 PEO-4 PEO-5",12.00,5.63,252.87,29,270.05,378.77,522.92,384.40,false,false
4,22,"3 3 2 3 2",12.00,5.63,223.11,9,288.41,427.51,511.52,433.14,false,false
4,23,"2 3 2 3 2",12.00,5.63,223.11,9,288.41,552.79,511.52,558.42,false,false
4,24,"1 - Slightly;   2 - Moderately;   3 - Substantially",12.00,5.63,396.18,51,101.30,587.74,497.48,593.37,true,false
4,25,"",12.00,5.63,3.34,0,63.86,610.66,67.20,616.29,true,false
4,26,"",12.00,5.63,3.34,0,63.86,632.50,67.20,638.13,true,false
4,27,"",12.00,5.63,3.34,0,63.86,654.22,67.20,659.85,true,false
4,28,"",12.00,5.63,3.34,0,63.86,676.06,67.20,681.69,true,false
4,29,"",12.00,5.63,3.34,0,63.86,697.90,67.20,703.53,true,false
4,30,"",12.00,5.63,3.34,0,63.86,719.62,67.20,725.25,false,false
4,31,"",12.00,5.63,3.34,0,207.89,719.62,211.23,725.25,true,false
4,32,"4 | Page",12.00,5.63,59.86,8,475.18,825.60,535.04,831.23,false,false
4,33,"",12.00,5.63,3.34,0,63.86,839.40,67.20,845.03,false,false
5,0,"Department of Computer Science & Engineering",12.00,5.63,429.30,44,105.74,54.36,535.04,59.99,false,false
5,1,"Program: B.Tech. Computer Science & Engineering",12.00,5.63,273.27,47,162.74,77.04,436.01,82.67,true,false
5,2,"Program Outcomes",12.00,5.63,114.72,16,242.09,102.98,356.81,108.61,true,false
5,3,"PO-1 Engineering knowledge: Apply the knowledge of mathematics, science, Engineering",9.00,4.67,453.71,84,74.78,116.30,528.49,120.97,false,false
5,4,"fundamentals, and computer science and engineering to the solution of complex engineering problems.",9.15,17.15,414.28,99,114.26,127.94,528.54,145.09,false,false
5,5,"PO-2 Problem analysis: Identify, formulate, research literature, and analyze complex engineering",9.00,4.67,453.71,96,74.78,151.34,528.49,156.01,false,false
5,6,"problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences",9.04,17.15,414.07,125,114.26,162.98,528.33,180.13,false,false
5,7,"PO-3 Design/Development of solutions: Design solutions for complex computer science &",9.00,4.67,454.04,85,74.78,186.38,528.83,191.05,false,false
5,8,"engineering problems and design system components or processes that meet the specified needs with appropriate consideration for the public health and safety, and the cultural, societal, and environmental considerations.",9.03,28.67,414.35,219,114.26,197.90,528.61,226.57,false,false
5,9,"PO-4 Conduct investigations of complex problems: Use research-based knowledge and",9.00,4.67,453.92,81,74.78,232.82,528.71,237.49,true,false
5,10,"research methods including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",9.03,17.15,413.98,149,114.26,244.49,528.24,261.64,false,false
5,11,"PO-5 Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern",9.00,4.67,453.74,95,74.78,267.89,528.52,272.56,false,false
5,12,"engineering and IT tools including prediction and modeling to complex civil engineering activities with an understanding of the limitations.",9.03,17.15,414.06,140,114.26,279.41,528.32,296.56,false,false
5,13,"PO-6 The engineer and society: Apply reasoning informed by the contextual knowledge to assess",9.00,4.67,453.75,93,74.78,302.81,528.53,307.48,false,false
5,14,"societal, health, safety, legal and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",9.04,17.15,413.91,138,114.26,314.45,528.17,331.60,false,false
5,15,"PO-7 Environment and sustainability: Understand the impact of the professional engineering",9.00,4.67,453.82,90,74.78,337.85,528.60,342.52,false,false
5,16,"solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",9.05,17.15,414.20,121,114.26,349.49,528.46,366.64,false,false
5,17,"PO-8 Ethics: Apply ethical principles and commit to professional ethics and responsibilities and",9.00,4.67,453.64,96,74.78,372.89,528.42,377.56,false,false
5,18,"norms of the engineering practice.",9.09,5.63,154.57,34,114.26,384.41,268.83,390.04,false,false
5,19,"PO-9 Individual and team work: Function effectively as an individual, and as a member or leader",9.00,4.67,453.64,95,74.78,396.29,528.42,400.96,false,false
5,20,"in diverse teams, and in multidisciplinary settings.",9.11,5.63,222.99,52,114.26,409.75,337.25,415.38,false,false
5,21,"PO-10 Communication: Communicate effectively on complex engineering activities with the",9.00,4.67,456.46,87,72.02,422.11,528.48,426.78,false,false
5,22,"engineering community and with society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",9.04,28.67,414.41,207,114.26,433.75,528.67,462.42,false,false
5,23,"PO-11 Project management and Finance: Demonstrate knowledge and understanding of the",9.00,4.67,456.55,84,72.02,468.67,528.57,473.34,false,false
5,24,"engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",9.04,18.83,414.21,164,114.26,480.31,528.47,499.14,false,false
5,25,"PO-12 Life-long learning: Recognize the need for, and have the preparation and ability to engage in",9.00,4.67,456.46,99,72.02,505.99,528.48,510.66,false,false
5,26,"independent and life-long learning in the broadest context of technological change.",9.04,5.63,368.82,83,114.26,517.51,483.08,523.14,false,false
5,27,"Program Specific Outcomes",12.00,5.63,164.16,25,217.37,543.43,381.53,549.06,true,false
5,28,"PSO-1 Design algorithms for real world computational problems and analyze their complexities. PSO-2 Design and develop interfaces among subsystems of computing. PSO-3 Analyze large data samples and discover knowledge to provide solutions to engineering",9.00,28.82,455.12,252,73.70,556.87,528.83,585.69,false,false
5,29,"problems.",9.00,4.67,46.69,9,118.70,592.54,165.39,597.21,false,false
5,30,"PSO-4 Assess security, privacy, quality and cost parameters in developing software systems.",9.00,4.79,427.52,91,73.70,604.42,501.23,609.21,false,false
5,31,"",12.00,5.63,3.34,0,63.86,624.34,67.20,629.97,true,false
5,32,"",12.00,5.63,3.34,0,63.86,646.06,67.20,651.69,true,false
5,33,"",12.00,5.63,3.34,0,63.86,667.90,67.20,673.53,true,false
5,34,"",12.00,5.63,3.34,0,63.86,689.62,67.20,695.25,true,false
5,35,"",12.00,5.63,3.34,0,207.89,689.62,211.23,695.25,true,false
5,36,"5 | Page",12.00,5.63,59.86,8,475.18,825.60,535.04,831.23,false,false
5,37,"",12.00,5.63,3.34,0,63.86,839.40,67.20,845.03,false,false
6,0,"Department of Computer Science & Engineering",12.00,5.63,429.30,44,105.74,54.36,535.04,59.99,false,false
6,1,"CURRICULUM",12.00,5.63,84.72,10,257.09,77.16,341.81,82.79,true,false
6,2,"B.Tech. Computer Science & Engineering",12.00,5.63,221.04,38,188.93,91.94,409.97,97.57,true,false
6,3,"",12.00,19.43,3.34,0,297.77,105.74,301.11,125.17,true,false
6,4,"st",8.00,3.77,7.12,2,268.85,129.38,275.97,133.15,true,false
6,5,"1 Semester Course Title",12.00,22.91,74.52,23,262.13,133.34,336.65,156.25,true,false
6,6,"S.No. Code",12.00,5.63,86.49,10,69.50,150.62,156.00,156.25,true,false
6,7,"L-T-P Credits",12.00,5.63,93.01,13,435.55,150.62,528.56,156.25,true,false
6,8,"1 Linear Algebra, Calculus and Ordinary",12.00,5.63,300.23,39,81.50,170.90,381.73,176.53,false,false
6,9,"3-0-0 3",12.00,5.63,74.41,7,436.87,177.86,511.28,183.49,false,false
6,10,"MA1161 Differential Equations",12.00,5.63,177.13,29,115.34,184.70,292.47,190.33,false,false
6,11,"2 PH1161 Engineering Physics",12.00,5.63,205.56,28,81.50,205.10,287.07,210.73,false,false
6,12,"3-0-2 4",12.00,5.63,74.41,7,436.87,205.10,511.28,210.73,false,false
6,13,"3 HS1161 English for Technical Communication   2-0-2 3",12.00,5.63,429.77,54,81.50,225.38,511.28,231.01,false,false
6,14,"4 CS1101 Programming and Data Structures 3-0-0 3",12.00,5.63,429.77,48,81.50,245.69,511.28,251.32,false,false
6,15,"5 BT1161 Biology for Engineers",12.00,5.63,210.96,30,81.50,265.97,292.47,271.60,false,false
6,16,"2-0-0 2",12.00,5.63,74.41,7,436.87,265.97,511.28,271.60,false,false
6,17,"6 CS1103 Programming and Data Structures Lab 0-1-2 2",12.00,5.63,429.77,52,81.50,286.25,511.28,291.88,false,false
6,18,"7 IC1101 EAA–I (Games & Sports  / Y oga & Wellness)0-0-0 0",12.00,5.63,429.77,58,81.50,306.53,511.28,312.16,false,false
6,19,"Total Credits  17",12.00,5.63,115.69,17,398.83,326.81,514.52,332.44,true,false
6,20,"",12.00,33.23,3.34,0,63.86,344.21,67.20,377.44,true,false
6,21,"nd",8.00,3.77,9.83,2,267.53,381.65,277.36,385.42,true,false
6,22,"2 Semester",12.00,5.63,77.16,10,260.81,385.61,337.97,391.24,true,false
6,23,"S.No. Code Course Title",12.00,5.63,178.20,23,69.50,402.89,247.71,408.52,true,false
6,24,"L-T-P Credits",12.00,5.63,92.53,13,430.75,402.89,523.28,408.52,true,false
6,25,"1 Integral and Vector Calculus, Laplace and",12.00,5.63,336.08,43,81.50,423.19,417.59,428.82,false,false
6,26,"3-0-0 3",12.00,5.63,73.81,7,432.07,430.03,505.88,435.66,false,false
6,27,"MA1162 Fourier Transforms",12.00,5.63,165.13,25,115.22,436.99,280.35,442.62,false,false
6,28,"2 EE1161 Basic Electrical & Electronics Engineering 3-0-0 3",12.00,5.63,424.37,59,81.50,457.27,505.88,462.90,false,false
6,29,"3 CS1102 Design Thinking",12.00,5.63,186.24,24,81.50,477.55,267.75,483.18,false,false
6,30,"0-1-4 3",12.00,5.63,73.81,7,432.07,477.55,505.88,483.18,false,false
6,31,"4 CS1104 Optimization Techniques",12.00,5.63,228.96,32,81.50,497.83,310.47,503.46,false,false
6,32,"3-0-0 3",12.00,5.63,73.81,7,432.07,497.83,505.88,503.46,false,false
6,33,"5 CS1106 Data Structures and Algorithms 3-0-2 4",12.00,5.63,424.37,47,81.50,518.23,505.88,523.86,false,false
6,34,"6 CS1108 Web Programming Lab",12.00,5.63,220.32,28,81.50,538.51,301.83,544.14,false,false
6,35,"0-1-2 2",12.00,5.63,73.81,7,432.07,538.51,505.88,544.14,false,false
6,36,"7 CS1110 Mathematical Foundations of CS 3-0-0 3",12.00,5.63,424.37,47,81.50,558.79,505.88,564.42,false,false
6,37,"8 IC1102 EAA–II (Games & Sport s  / Y oga & Wellness)0-0-0 0",12.00,5.63,424.37,60,81.50,579.10,505.88,584.73,false,false
6,38,"Total Credits 21",12.00,5.63,115.45,16,393.79,599.38,509.24,605.01,true,false
6,39,"",12.00,5.63,3.34,0,63.86,622.66,67.20,628.29,true,false
6,40,"",12.00,5.63,3.34,0,63.86,644.50,67.20,650.13,true,false
6,41,"",12.00,5.63,3.34,0,63.86,666.34,67.20,671.97,true,false
6,42,"",12.00,116.05,3.34,0,63.86,688.06,67.20,804.11,true,false
6,43,"6 | Page",12.00,5.63,59.86,8,475.18,825.60,535.04,831.23,false,false
6,44,"",12.00,5.63,3.34,0,63.86,839.40,67.20,845.03,false,false
7,0,"Department of Computer Science & Engineering",12.00,5.63,429.30,44,105.74,54.36,535.04,59.99,false,false
7,1,"",12.00,33.25,3.34,0,63.86,77.04,67.20,110.29,true,false
7,2,"rd",8.00,3.77,8.03,2,268.49,114.50,276.52,118.27,true,false
7,3,"3 Semester",12.00,5.63,75.36,10,261.77,118.46,337.13,124.09,true,false
7,4,"S.No. Code Course Title",12.00,5.63,178.20,23,69.50,135.74,247.71,141.37,true,false
7,5,"L-T-P Credits",12.00,5.63,93.01,13,435.55,135.74,528.56,141.37,true,false
7,6,"1  MA1264 Probability and Statistics",12.00,5.63,227.52,36,81.50,156.02,309.03,161.65,false,false
7,7,"3-0-0 3",12.00,5.63,74.41,7,436.87,156.02,511.28,161.65,false,false
7,8,"2 EC1263 Computer Organization and Architecture 3-0-2 4",12.00,5.63,429.77,55,81.50,176.30,511.28,181.93,false,false
7,9,"3 CS1201 Theory of Computation",12.00,5.63,218.88,30,81.50,196.70,300.39,202.33,false,false
7,10,"3-1-0 4",12.00,5.63,74.41,7,436.87,196.70,511.28,202.33,false,false
7,11,"4 CS1203 Design and Analysis of Algorithms 3-0-0 3",12.00,5.63,429.77,50,81.50,216.98,511.28,222.61,false,false
7,12,"5 CS1205 Object Oriented Programming 3-0-0 3",12.00,5.63,429.77,44,81.50,237.26,511.28,242.89,false,false
7,13,"6 CS1207 Object Oriented Programming Laboratory 0-1-2 2",12.00,5.63,429.77,55,81.50,257.57,511.28,263.20,false,false
7,14,"7 CS1209 Statistical Tools Practice",12.00,5.63,227.64,35,81.50,277.85,309.15,283.48,false,false
7,15,"0-1-2 2",12.00,5.63,74.41,7,436.87,277.85,511.28,283.48,false,false
7,16,"Total Credits 21",12.00,5.63,115.57,16,398.95,298.13,514.52,303.76,true,false
7,17,"",12.00,47.03,3.34,0,63.86,315.53,67.20,362.56,true,false
7,18,"th",8.00,3.77,7.55,2,268.61,366.77,276.16,370.54,true,false
7,19,"4 Semester",12.00,5.63,75.00,10,261.89,370.73,336.89,376.36,true,false
7,20,"S.No. Code Course Title",12.00,5.63,178.20,23,69.50,388.01,247.71,393.64,true,false
7,21,"L-T-P Credits",12.00,5.63,93.01,13,435.55,388.01,528.56,393.64,true,false
7,22,"1 MS1262  Business Essentials for Engineers 3-0-0 3",12.00,5.63,429.77,51,81.50,408.29,511.28,413.92,false,false
7,23,"2 CS1202 Compiler Design",12.00,5.63,185.52,24,81.50,428.59,267.03,434.22,false,false
7,24,"3-0-2 4",12.00,5.63,74.41,7,436.87,428.59,511.28,434.22,false,false
7,25,"3 CS1204 Software Engineering",12.00,5.63,211.56,29,81.50,448.87,293.07,454.50,false,false
7,26,"3-0-2 4",12.00,5.63,74.41,7,436.87,448.87,511.28,454.50,false,false
7,27,"4 CS1206 Database Management Systems 3-0-0 3",12.00,5.63,429.77,44,81.50,469.15,511.28,474.78,false,false
7,28,"5 CS1208 Operating Systems",12.00,5.63,198.84,26,81.50,489.43,280.35,495.06,false,false
7,29,"3-0-0 3",12.00,5.63,74.41,7,436.87,489.43,511.28,495.06,false,false
7,30,"6 CS1210 Database Systems Laboratory 0-1-2 2",12.00,5.63,429.77,44,81.50,509.83,511.28,515.46,false,false
7,31,"7 CS1212 Operating Systems Laboratory 0-1-2 2",12.00,5.63,429.77,45,81.50,530.11,511.28,535.74,false,false
7,32,"Total Credits 21",12.00,5.63,115.57,16,398.95,550.39,514.52,556.02,true,false
7,33,"",12.00,5.63,3.34,0,63.86,573.67,67.20,579.30,true,false
7,34,"",12.00,5.63,3.34,0,63.86,595.54,67.20,601.17,true,false
7,35,"",12.00,5.63,3.34,0,63.86,617.26,67.20,622.89,true,false
7,36,"",12.00,5.63,3.34,0,63.86,639.10,67.20,644.73,true,false
7,37,"",12.00,5.63,3.34,0,63.86,660.94,67.20,666.57,true,false
7,38,"",12.00,5.63,3.34,0,63.86,682.66,67.20,688.29,true,false
7,39,"",12.00,5.63,3.34,0,63.86,704.50,67.20,710.13,true,false
7,40,"",12.00,5.63,3.34,0,63.86,726.34,67.20,731.97,true,false
7,41,"",12.00,5.63,3.34,0,63.86,748.08,67.20,753.71,true,false
7,42,"",12.00,5.63,3.34,0,63.86,769.92,67.20,775.55,true,false
7,43,"",12.00,5.63,3.34,0,63.86,791.76,67.20,797.39,true,false
7,44,"7 | Page",12.00,5.63,59.86,8,475.18,825.60,535.04,831.23,false,false
7,45,"",12.00,5.63,3.34,0,63.86,839.40,67.20,845.03,false,false
8,0,"Department of Computer Science & Engineering",12.00,5.63,429.30,44,105.74,54.36,535.04,59.99,false,false
8,1,"",12.00,5.63,3.34,0,63.86,77.04,67.20,82.67,true,false
8,2,"th",8.00,3.77,7.55,2,268.61,94.94,276.16,98.71,true,false
8,3,"5 Semester",12.00,5.63,75.00,10,261.89,98.90,336.89,104.53,true,false
8,4,"S.No. Code Course Title",12.00,5.63,192.96,23,69.50,116.18,262.47,121.81,true,false
8,5,"L-T-P Credits",12.00,5.63,92.65,13,430.63,116.18,523.28,121.81,true,false
8,6,"1 CS1301 Data Warehousing and Data Mining 4-0-0 4",12.00,5.63,424.37,49,81.50,136.46,505.88,142.09,false,false
8,7,"2 CS1303 Full Stack Development",12.00,5.63,238.34,31,81.50,156.74,319.85,162.37,false,false
8,8,"3-0-2 4",12.00,5.63,73.93,7,431.95,156.74,505.88,162.37,false,false
8,9,"3 CS1305 Computer Networks",12.00,5.63,217.68,26,81.50,177.02,299.19,182.65,false,false
8,10,"3-0-0 3",12.00,5.63,73.93,7,431.95,177.02,505.88,182.65,false,false
8,11,"4 CS1307 Distributed Computing",12.00,5.63,230.28,30,81.50,197.30,311.79,202.93,false,false
8,12,"3-0-0 3",12.00,5.63,73.93,7,431.95,197.30,505.88,202.93,false,false
8,13,"5 CS13XX Professional Elective - I",12.00,5.63,237.02,34,81.50,217.70,318.53,223.33,false,false
8,14,"3-0-0 3",12.00,5.63,73.93,7,431.95,217.70,505.88,223.33,false,false
8,15,"6 CS1381 Fractal Course - I",12.00,5.63,207.60,27,81.50,237.98,289.11,243.61,false,false
8,16,"0-0-1 0.5",12.00,5.63,78.97,9,431.95,237.98,510.92,243.61,false,false
8,17,"7 CS1309 Computer Networks Laboratory 0-1-2 2",12.00,5.63,424.37,45,81.50,258.29,505.88,263.92,false,false
8,18,"8 CS1311 Knowledge Engineering Laboratory 0-1-2 2",12.00,5.63,424.37,49,81.50,278.57,505.88,284.20,false,false
8,19,"Total Credits 21.5",12.00,5.63,120.49,18,393.79,298.85,514.28,304.48,true,false
8,20,"",12.00,33.23,3.34,0,63.86,316.13,67.20,349.36,true,false
8,21,"th",8.00,3.77,7.55,2,268.61,353.57,276.16,357.34,true,false
8,22,"6 Semester",12.00,5.63,75.00,10,261.89,357.53,336.89,363.16,true,false
8,23,"S.No. Code Course Title",12.00,5.63,192.96,23,69.50,374.93,262.47,380.56,true,false
8,24,"L-T-P Credits",12.00,5.63,92.65,13,430.63,374.93,523.28,380.56,true,false
8,25,"1 CS1302 Cryptography and Network Security 4-0-0 4",12.00,5.63,424.37,50,81.50,395.21,505.88,400.84,false,false
8,26,"2 CS1304 Machine Learning",12.00,5.63,207.00,25,81.50,415.51,288.51,421.14,false,false
