page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
701,3,BODY,15.21Equality Operators,13,7.49,147.23,23,72,125.56,219.23,133.06,TRUE,FALSE
703,5,BODY,15.22Bitwise and Logical Operators,13,7.49,208.61,34,72,444.56,280.61,452.06,TRUE,FALSE
753,3,BODY,16.1Definite Assignment and Expressions,13,7.49,238.96,39,72,231.56,310.96,239.06,TRUE,FALSE
760,4,BODY,16.2Definite Assignment and Statements,13,7.49,233.87,38,72,452.56,305.87,460.06,TRUE,FALSE
769,3,BODY,16.3Definite Assignment and Parameters,13,7.49,236.75,38,72,476.56,308.75,484.06,TRUE,FALSE
770,2,BODY,16.4Definite Assignment and Array Initializers,13,7.49,269.62,46,72,77.56,341.62,85.06,TRUE,FALSE
771,1,BODY,16.6Definite Assignment and Anonymous Classes,13,7.49,282.65,45,72,77.56,354.65,85.06,TRUE,FALSE
771,3,BODY,16.7Definite Assignment and Member Classes and Interfaces,13,7.49,346.88,57,72,208.56,418.88,216.06,TRUE,FALSE
771,5,BODY,16.8Definite Assignment and Static Initializers,13,7.49,267.46,47,72,364.56,339.46,372.06,TRUE,FALSE
772,2,BODY,"16.9Definite Assignment, Constructors, and Instance",13,7.49,302.12,51,72,227.56,374.12,235.06,TRUE,FALSE
772,3,BODY,Initializers,13,7.49,59.94,12,112,242.56,171.94,250.06,TRUE,FALSE
780,3,BODY,17.3Sleep and Yield,13,7.49,119.43,19,72,382.56,191.43,390.06,TRUE,FALSE
9,4,BODY,10Arrays401,12.36,8.54,85.99,11,70,176.83,155.99,185.37,TRUE,FALSE
9,9,BODY,12Execution427,12.29,8.54,101.34,14,70,434.83,171.34,443.37,TRUE,FALSE
9,6,BODY,11Exceptions413,12.27,8.54,106,15,70,305.83,176,314.37,TRUE,FALSE
12,3,BODY,15Expressions567,12.25,8.54,111.34,16,70,176.83,181.34,185.37,TRUE,FALSE
5,3,BODY,6Names149,12.22,8.54,77.66,9,77,209.83,154.66,218.37,TRUE,FALSE
16,6,BODY,19Syntax825 ALimited License Grant855,12.22,33.54,166.66,37,70,242.83,236.66,276.37,TRUE,FALSE
15,8,BODY,18Type Inference787,12.21,8.54,127.65,19,70,503.83,197.65,512.37,TRUE,FALSE
3,3,BODY,2Grammars13,12.18,8.54,93.65,11,77,256.83,170.65,265.37,TRUE,FALSE
6,11,BODY,8Classes237,12.18,8.54,80.33,11,77,470.83,157.33,479.37,TRUE,FALSE
15,3,BODY,17Threads and Locks759,12.18,8.54,148.69,22,70,209.83,218.69,218.37,TRUE,FALSE
14,7,BODY,16Definite Assignment731,12.17,8.54,153.66,24,70,308.83,223.66,317.37,TRUE,FALSE
10,3,BODY,13Binary Compatibility451,12.16,8.54,159.68,25,70,165.83,229.68,174.37,TRUE,FALSE
3,1,BODY,1Introduction1,12.14,8.54,96.34,14,77,149.83,173.34,158.37,TRUE,FALSE
8,4,BODY,9Interfaces343,12.14,8.54,94.31,14,77,187.83,171.31,196.37,TRUE,FALSE
11,2,BODY,"14Blocks, Statements, and Patterns483",12.11,8.54,218.32,37,70,143.83,288.32,152.37,TRUE,FALSE
548,4,BODY,14.16The continue Statement,12.11,7.49,174.9,27,72,287.56,246.9,295.06,TRUE,FALSE
3,5,BODY,3Lexical Structure19,12.1,8.54,126.65,20,77,330.83,203.65,339.37,TRUE,FALSE
6,7,BODY,7Packages and Modules209,12.08,8.54,159.68,24,77,220.83,236.68,229.37,TRUE,FALSE
4,7,BODY,5Conversions and Contexts109,12.07,8.54,177,28,77,451.83,254,460.37,TRUE,FALSE
3,9,BODY,"4Types, Values, and Variables55",12.06,8.54,186.02,31,77,580.83,263.02,589.37,TRUE,FALSE
23,6,BODY,1.5Preview Features A preview feature is:,12,36.64,122.63,41,72,555.56,194.63,592.2,FALSE,FALSE
70,6,BODY,"3.11Separators Twelve tokens, formed from ASCII characters, are the separators (punctuators).",12,36.64,353.75,93,72,303.56,425.75,340.2,FALSE,FALSE
70,8,BODY,"3.12Operators 38 tokens, formed from ASCII characters, are the operators.",12,36.64,266.08,73,72,426.56,338.08,463.2,FALSE,FALSE
279,6,BODY,8.3Field Declarations The variables of a class are introduced by field declarations.,12,36.64,265.78,84,72,565.56,337.78,602.2,FALSE,FALSE
509,5,BODY,14.6The Empty Statement An empty statement does nothing.,12,36.64,154.79,56,72,356.56,226.79,393.2,FALSE,FALSE
509,8,BODY,14.7Labeled Statements Statements may have label prefixes.,12,36.64,159.17,58,72,490.56,231.17,527.2,FALSE,FALSE
630,9,BODY,15.12Method Invocation Expressions A method invocation expression is used to invoke a class or instance method.,12,36.64,340.66,111,72,502.56,412.66,539.2,FALSE,FALSE
553,3,BODY,14.19The synchronized Statement,11.84,7.49,200.49,31,72,357.56,272.49,365.06,TRUE,FALSE
40,2,BODY,3.4Line Terminators A Java compiler next divides the sequence of Unicode input characters into lines by recognizing line terminators.,11.67,49.64,359.99,133,72,77.56,431.99,127.2,FALSE,FALSE
42,7,BODY,"3.6White Space White space is defined as the ASCII space character, horizontal tab character, form feed character, and line terminator characters (§3.4).",11.67,49.64,360.01,153,72,351.56,432.01,401.2,FALSE,FALSE
44,3,BODY,"3.8Identifiers An identifier is an unlimited-length sequence of Java letters and Java digits, the first of which must be a Java letter.",11.67,49.64,360,135,72,131.56,432,181.2,FALSE,FALSE
72,4,BODY,4.2Primitive Types and Values A primitive type is predefined by the Java programming language and named by its reserved keyword (§3.9):,11.67,49.64,359.99,135,72,246.56,431.99,296.2,FALSE,FALSE
80,3,BODY,"4.3Reference Types and Values There are four kinds of reference types: class types (§8.1), interface types (§9.1), type variables (§4.4), and array types (§10.1).",11.67,49.64,360,162,72,495.56,432,545.2,FALSE,FALSE
107,4,BODY,"4.11Where Types Are Used Types are used in most kinds of declaration and in certain kinds of expression. Specifically, there are 17 type contexts where types are used:",11.67,49.64,359.99,167,72,407.56,431.99,457.2,FALSE,FALSE
128,5,BODY,5.1Kinds of Conversion Specific type conversions in the Java programming language are divided into 12 kinds.,11.67,49.64,360,108,72,439.56,432,489.2,FALSE,FALSE
230,2,BODY,7.3Compilation Units CompilationUnit is the goal symbol (§2.1) for the syntactic grammar (§2.3) of Java programs. It is defined by the following production:,11.67,49.64,360,156,72,77.56,432,127.2,FALSE,FALSE
240,3,BODY,7.6Top Level Class and Interface Declarations A top level class or interface declaration declares a top level class (§8.1) or a top level interface (§9.1).,11.67,49.64,360,155,72,451.56,432,501.2,FALSE,FALSE
325,3,BODY,"8.6Instance Initializers An instance initializer declared in a class is executed when an instance of the class is created (§12.5, §15.9, §8.8.7.1).",11.67,49.64,360.01,147,72,241.56,432.01,291.2,FALSE,FALSE
326,4,BODY,"8.8Constructor Declarations A constructor is used in the creation of an object that is an instance of a class (§12.5, §15.9).",11.67,49.64,360,125,72,309.56,432,359.2,FALSE,FALSE
338,2,BODY,"8.9Enum Classes An enum declaration specifies a new enum class, a restricted kind of class that defines a small set of named class instances.",11.67,49.64,360,141,72,77.56,432,127.2,FALSE,FALSE
347,2,BODY,"8.10Record Classes A record declaration specifies a new record class, a restricted kind of class that defines a simple aggregate of values.",11.67,49.64,359.99,139,72,77.56,431.99,127.2,FALSE,FALSE
465,2,BODY,"12.8Program Exit A program consists of one or more threads of execution. A thread is either a non- daemon thread, a daemon thread, or a shutdown hook.",11.67,49.64,359.99,150,72,77.56,431.99,127.2,FALSE,FALSE
477,2,BODY,13.4Evolution of Classes This section describes the effects of changes to the declaration of a class and its members and constructors on pre-existing binaries.,11.67,49.64,360,159,72,77.56,432,127.2,FALSE,FALSE
494,7,BODY,13.5Evolution of Interfaces This section describes the impact of changes to the declaration of an interface and its members on pre-existing binaries.,11.67,49.64,360.01,149,72,535.56,432.01,585.2,FALSE,FALSE
501,3,BODY,"14.2Blocks A block is a sequence of statements, local variable declaration statements, and local class and interface declarations within braces.",11.67,49.64,360.01,144,72,311.56,432.01,361.2,FALSE,FALSE
504,2,BODY,14.4Local Variable Declarations A local variable declaration declares and optionally initializes one or more local variables (§4.12.3).,11.67,49.64,360,135,72,125.56,432,175.2,FALSE,FALSE
511,4,BODY,14.8Expression Statements Certain kinds of expressions may be used as statements by following them with semicolons.,11.67,49.64,359.99,115,72,147.56,431.99,197.2,FALSE,FALSE
569,3,BODY,14.22Unreachable Statements It is a compile-time error if a statement cannot be executed because it is unreachable.,11.67,49.64,359.99,115,72,135.56,431.99,185.2,FALSE,FALSE
593,3,BODY,"15.7Evaluation Order The Java programming language guarantees that the operands of operators appear to be evaluated in a specific evaluation order, namely, from left to right.",11.67,49.64,359.99,175,72,356.56,431.99,406.2,FALSE,FALSE
603,6,BODY,15.9Class Instance Creation Expressions A class instance creation expression is used to create new objects that are instances of classes.,11.67,49.64,360.01,137,72,486.56,432.01,536.2,FALSE,FALSE
729,12,BODY,15.27Lambda Expressions A lambda expression is like a method: it provides a list of formal parameters and a body - an expression or block - expressed in terms of those parameters.,11.67,49.64,359.99,179,72,527.56,431.99,577.2,FALSE,FALSE
745,2,BODY,15.29Constant Expressions ConstantExpression: Expression,11.67,49.62,159.51,56,72,77.56,231.51,127.18,FALSE,TRUE
770,4,BODY,16.5Definite Assignment and Enum Constants The rules determining when a variable is definitely assigned or definitely unassigned before an enum constant (§8.9.1) are given in §16.8.,11.67,49.64,359.99,181,72,259.56,431.99,309.2,FALSE,FALSE
776,3,BODY,"17.2Wait Sets and Notification Every object, in addition to having an associated monitor, has an associated wait set. A wait set is a set of threads.",11.67,49.64,360,149,72,538.56,432,588.2,FALSE,FALSE
804,4,BODY,"18.1Concepts and Notation This section defines inference variables, constraint formulas, and bounds, as the terms will be used throughout this chapter. It also presents notation.",11.67,49.64,360,178,72,436.56,432,486.2,FALSE,FALSE
823,3,BODY,"18.5Uses of Inference Using the inference processes defined above, the following analyses are performed at compile time.",11.67,49.64,360.01,120,72,175.56,432.01,225.2,FALSE,FALSE
625,10,BODY,"15.11Field Access Expressions A field access expression may access a field of an object or array, a reference to which is the value of either an expression or the special keyword super.",11.62,49.64,360,185,72,459.56,432,509.2,FALSE,FALSE
546,5,BODY,14.15The break Statement A break statement transfers control out of an enclosing statement.,11.61,36.64,291.57,91,72,232.56,363.57,269.2,FALSE,FALSE
450,11,BODY,12.4Initialization of Classes and Interfaces Initialization of a class consists of executing its static initializers and the initializers for static fields (class variables) declared in the class.,11.6,49.64,360,196,72,547.56,432,597.2,FALSE,FALSE
48,4,BODY,"3.10Literals A literal is the source code representation of a value of a primitive type (§4.2), the String type (§4.3.3), or the null type (§4.1).",11.58,49.64,360,146,72,539.56,432,589.2,FALSE,FALSE
512,3,BODY,"14.9The if Statement The if statement allows conditional execution of a statement or a conditional choice of two statements, executing one or the other but not both.",11.55,49.64,360,165,72,155.56,432,205.2,FALSE,FALSE
707,3,BODY,15.25Conditional Operator ? : The conditional operator ? : uses the boolean value of one expression to decide which of two other expressions should be evaluated.,11.54,49.64,359.99,161,72,144.56,431.99,194.2,FALSE,FALSE
705,5,BODY,"15.23Conditional-And Operator && The conditional-and operator && is like & (§15.22.2), but evaluates its right-hand operand only if the value of its left-hand operand is true.",11.53,49.64,360,175,72,334.56,432,384.2,FALSE,FALSE
706,3,BODY,"15.24Conditional-Or Operator || The conditional-or operator || operator is like | (§15.22.2), but evaluates its right- hand operand only if the value of its left-hand operand is false.",11.53,49.64,360.01,184,72,240.56,432.01,290.2,FALSE,FALSE
40,6,BODY,3.5Input Elements and Tokens The input characters and line terminators that result from Unicode escape processing (§3.3) and then input line recognition (§3.4) are reduced to a sequence of input elements.,11.5,62.64,360,204,72,403.09,432,465.73,FALSE,FALSE
226,3,BODY,7.1Package Members The members of a package are its subpackages and all the top level classes (§8 (Classes)) and top level interfaces (§9 (Interfaces)) declared in all the compilation units (§7.3) of the package.,11.5,62.64,360.01,212,72,202.56,432.01,265.2,FALSE,FALSE
255,3,BODY,"8.1Class Declarations A class declaration specifies a class. There are three kinds of class declarations: normal class declarations, enum declarations (§8.9), and record declarations (§8.10).",11.5,68.64,360,191,72,176.56,432,245.2,FALSE,FALSE
325,6,BODY,"8.7Static Initializers A static initializer declared in a class is executed when the class is initialized (§12.4.2). Together with any field initializers for class variables (§8.3.2), static initializers may be used to initialize the class variables of the class.",11.5,62.64,360,263,72,529.56,432,592.2,FALSE,FALSE
360,3,BODY,9.1Interface Declarations An interface declaration specifies an interface. There are two kinds of interface declarations: normal interface declarations and annotation interface declarations (§9.6).,11.5,68.64,360,197,72,234.56,432,303.2,FALSE,FALSE
423,5,BODY,"10.6Array Initializers An array initializer may be specified in a field declaration (§8.3, §9.3) or local variable declaration (§14.4), or as part of an array creation expression (§15.10.1), to create an array and provide some initial values.",11.5,62.64,360,242,72,325.56,432,388.2,FALSE,FALSE
575,13,BODY,"14.30Patterns A pattern describes a test that can be performed on a value. Patterns appear as operands of statements and expressions, which provide the values to be tested. Patterns declare zero or more local variables, also known as pattern variables.",11.5,62.64,360,252,72,539.56,432,602.2,FALSE,FALSE
378,2,BODY,"9.6Annotation Interfaces An annotation interface declaration specifies an annotation interface, a specialized kind of interface. To distinguish an annotation interface declaration from a normal interface declaration, the keyword interface is preceded by an at sign (@).",11.43,62.64,360.01,269,72,77.56,432.01,140.2,FALSE,FALSE
536,5,BODY,14.13The do Statement The do statement executes a Statement and an Expression repeatedly until the value of the Expression is false.,11.43,49.64,360.01,132,72,363.56,432.01,413.2,FALSE,FALSE
46,3,BODY,"3.9Keywords 51 character sequences, formed from ASCII characters, are reserved for use as keywords and cannot be used as identifiers (§3.8). Another 17 character sequences, also formed from ASCII characters, may be interpreted as keywords or as other tokens, depending on the context in which they appear.",11.4,75.64,360,305,72,145.56,432,221.2,FALSE,FALSE
71,3,BODY,"4.1The Kinds of Types and Values There are two kinds of types in the Java programming language: primitive types (§4.2) and reference types (§4.3). There are, correspondingly, two kinds of data values that can be stored in variables, passed as arguments, returned by methods, and operated on: primitive values (§4.2) and reference values (§4.3).",11.4,75.64,360,344,72,456.86,432,532.5,FALSE,FALSE
86,3,BODY,"4.4Type Variables A type variable is an unqualified identifier used as a type in class, interface, method, and constructor bodies. A type variable is introduced by the declaration of a type parameter of a generic class, interface, method, or constructor (§8.1.2, §9.1.2, §8.4.4, §8.8.4).",11.4,81.64,360,287,72,227.56,432,309.2,FALSE,FALSE
397,6,BODY,"9.7Annotations An annotation is a marker which associates information with a program element, but has no effect at run time. An annotation denotes a specific instance of an annotation interface (§9.6) and usually provides values for the elements of that interface.",11.4,75.64,360,264,72,503.83,432,579.47,FALSE,FALSE
502,1,BODY,14.3Local Class and Interface Declarations A local class is a nested class (§8 (Classes)) whose declaration is immediately contained by a block (§14.2). A local interface is a nested interface (§9 (Interfaces)) whose declaration is immediately contained by a block.,11.4,81.64,360,265,72,77.56,432,159.2,FALSE,FALSE
599,2,BODY,"15.8Primary Expressions Primary expressions include most of the simplest kinds of expressions, from which all others are constructed: literals, object creations, field accesses, method invocations, method references, and array accesses. A parenthesized expression is also treated syntactically as a primary expression.",11.4,75.64,360.01,318,72,77.56,432.01,153.2,FALSE,FALSE
664,9,BODY,15.13Method Reference Expressions A method reference expression is used to refer to the invocation of a method without actually performing the invocation. Certain forms of method reference expression also allow class instance creation (§15.9) or array creation (§15.10) to be treated as if it were a method invocation.,11.4,75.64,360,318,72,520.56,432,596.2,FALSE,FALSE
820,3,BODY,"18.4Resolution Given a bound set that does not contain the bound false, a subset of the inference variables mentioned by the bound set may be resolved. This means that a satisfactory instantiation may be added to the set for each inference variable, until all the requested variables have instantiations.",11.4,75.64,360.01,304,72,527.56,432.01,603.2,FALSE,FALSE
516,3,BODY,"14.11The switch Statement The switch statement transfers control to one of several statements or expressions, depending on the value of an expression.",11.38,49.64,360,150,72,279.56,432,329.2,FALSE,FALSE
550,4,BODY,"14.17The return Statement A return statement returns control to the invoker of a method (§8.4, §15.12) or constructor (§8.8, §15.9).",11.38,49.64,360,132,72,287.56,432,337.2,FALSE,FALSE
716,6,BODY,"15.26Assignment Operators There are 12 assignment operators; all are syntactically right-associative (they group right-to-left). Thus, a=b=c means a=(b=c), which assigns the value of c to b and then assigns the value of b to a.",11.38,62.64,360,227,72,325.56,432,388.2,FALSE,FALSE
568,2,BODY,14.21The yield Statement A yield statement transfers control by causing an enclosing switch expression (§15.28) to produce a specified value.,11.36,49.64,360,141,72,77.56,432,127.2,FALSE,FALSE
93,5,BODY,"4.7Reifiable Types Because some type information is erased during compilation, not all types are available at run time. Types that are completely available at run time are known as reifiable types. A type is reifiable if and only if one of the following holds: •It refers to a non-generic class or interface type declaration.",11.33,100.64,360,325,72,492.56,432,593.2,FALSE,FALSE
187,4,BODY,"6.4Shadowing and Obscuring A local variable (§14.4), formal parameter (§8.4.1, §8.8.1, §15.27.1), exception parameter (§14.20), local class, or local interface (§14.3) can only be referred to using a simple name, not a qualified name (§6.2). Some declarations are not permitted within the scope of a local variable declaration, formal parameter declaration, exception parameter declaration, local",11.33,94.64,360,396,72,494.69,432,589.33,FALSE,FALSE
243,3,BODY,7.7Module Declarations A module declaration specifies a new named module. A named module specifies dependences on other modules to define the universe of classes and interfaces available to its own code; and specifies which of its packages are exported or opened in order to populate the universe of classes and interfaces available to other modules which specify a dependence on it.,11.33,88.64,360.01,383,72,299.56,432.01,388.2,FALSE,FALSE
418,4,BODY,"10.2Array Variables A variable of array type holds a reference to an object. Declaring a variable of array type does not create an array object or allocate any space for array components. It creates only the variable itself, which can contain a reference to an array. However, the initializer part of a declarator (§8.3, §9.3, §14.4.1) may create an array, a reference to which then becomes the initial value of the variable.",11.33,88.64,360.01,425,72,464.56,432.01,553.2,FALSE,FALSE
591,3,BODY,"15.6Normal and Abrupt Completion of Evaluation Every expression has a normal mode of evaluation in which certain computational steps are carried out. The following sections describe the normal mode of evaluation for each kind of expression. If all the steps are carried out without an exception being thrown, the expression is said to complete normally.",11.33,94.64,360.01,353,72,504.56,432.01,599.2,FALSE,FALSE
535,3,BODY,14.12The while Statement The while statement executes an Expression and a Statement repeatedly until the value of the Expression is false.,11.32,49.64,360,138,72,165.56,432,215.2,FALSE,FALSE
432,6,BODY,"11.2Compile-Time Checking of Exceptions The Java programming language requires that a program contains handlers for checked exceptions which can result from execution of a method or constructor (§8.4.6, §8.8.5). This compile-time checking for the presence of exception handlers is designed to reduce the number of exceptions which are not properly handled. For each checked exception which is a possible result, the throws clause for the method",11.31,88.64,360.01,444,72,500.56,432.01,589.2,FALSE,FALSE
507,8,BODY,"14.5Statements There are many kinds of statements in the Java programming language. Most correspond to statements in the C and C++ languages, but some are unique. As in C and C++, the if statement of the Java programming language suffers from the so-called 'dangling else problem,' illustrated by this misleadingly formatted example:",11.31,94.64,360.01,333,72,506.56,432.01,601.2,FALSE,FALSE
685,2,BODY,"15.16Cast Expressions A cast expression converts, at run time, a value of one numeric type to a similar value of another numeric type; or confirms, at compile time, that the type of an expression is boolean; or checks, at run time, that a reference value refers to an object either whose class is compatible with a specified reference type or list of reference types, or which embodies a value of a primitive type.",11.3,88.64,360,414,72,77.56,432,166.2,FALSE,FALSE
30,3,BODY,"2.3The Syntactic Grammar The syntactic grammar for the Java programming language is given in Chapters 4, 6-10, 14, and 15. This grammar has as its terminal symbols the tokens defined by the lexical grammar. It defines a set of productions, starting from the goal symbol CompilationUnit (§7.3), that describe how sequences of tokens can form syntactically correct programs. For convenience, the syntactic grammar is presented all together in Chapter 19.",11.29,107.64,360,452,72,131.56,432,239.2,FALSE,FALSE
421,4,BODY,"10.4Array Access A component of an array is accessed by an array access expression (§15.10.3) that consists of an expression whose value is an array reference followed by an indexing expression enclosed by [ and ], as in A[i]. All arrays are 0-origin. An array with length n can be indexed by the integers 0 to n-1.",11.28,94.64,360,315,72,294.56,432,389.2,FALSE,FALSE
146,5,BODY,5.2Assignment Contexts Assignment contexts allow the value of an expression to be assigned (§15.26) to a variable; the type of the expression must be converted to the type of the variable. Assignment contexts allow the use of one of the following: •an identity conversion (§5.1.1) •a widening primitive conversion (§5.1.2) •a widening reference conversion (§5.1.5) •a widening reference conversion followed by an unboxing conversion,11.25,144.64,360,432,72,455.56,432,600.2,FALSE,FALSE
227,6,BODY,"7.2Host Support for Modules and Packages Each host system determines how modules, packages, and compilation units are created and stored. Each host system determines which compilation units are observable in a particular compilation (§7.3). Each host system also determines which observable compilation units are associated with a module. The observability of compilation units associated with a module determines which modules are observable (§7.7.3) and which packages are visible within those modules (§7.4.3).",11.25,120.64,360.01,513,72,323.56,432.01,444.2,FALSE,FALSE
