page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
6,8,BODY,b) The fuel: our Reforms c) Our guiding spirit: Inclusivity d) And the destination: Viksit Bharat,12,49.97,188.1,97,136.48,685.42,324.58,735.39,FALSE,FALSE
7,1,BODY,3,12,6,32.08,1,301.89,97.72,333.97,103.72,FALSE,FALSE
7,2,BODY,1) Taxation; 2) Power Sector; 3) Urban Development; 4) Mining; 5) Financial Sector; and 6) Regulatory Reforms.,12,111.02,122.73,110,169.09,177.55,291.82,288.57,FALSE,FALSE
7,4,H3,"Agriculture as the 1 Engine 9. Now I move to specific proposals, beginning with ‘Agriculture as the 1 Engine’. Prime Minister Dhan-Dhaanya Krishi Yojana - Developing Agri Districts Programme 10. Motivated by the success of the Aspirational Districts Programme, our Government will undertake a ‘Prime Minister Dhan-Dhaanya Krishi Yojana’ in partnership with states. Through the convergence of existing schemes and specialized measures, the programme will cover 100 districts with low productivity, moderate crop intensity and below-average credit parameters. It aims to (1) enhance agricultural productivity, (2) adopt crop diversification and sustainable agriculture practices, (3) augment post-harvest storage at the panchayat and block level, (4) improve irrigation facilities, and (5) facilitate availability of long-term and short-term credit. This programme is likely to help 1.7 crore farmers. Building Rural Prosperity and Resilience 11. A comprehensive multi-sectoral ‘Rural Prosperity and Resilience’ programme will be launched in partnership with states. This will address under- employment in agriculture through skilling, investment, technology, and invigorating the rural economy. The goal is to generate ample opportunities in rural areas so that migration is an option, but not a necessity. 12. The programme will focus on rural women, young farmers, rural youth, marginal and small farmers, and landless families. Details are in Annexure A.",12,411.61,384.47,1456,115.2,303.57,499.67,715.18,FALSE,FALSE
8,1,BODY,4,12,6,32.08,1,301.89,97.72,333.97,103.72,FALSE,FALSE
10,1,BODY,6,12,6,32.08,1,301.89,97.72,333.97,103.72,FALSE,FALSE
11,1,BODY,7,12,6,32.08,1,301.89,97.72,333.97,103.72,FALSE,FALSE
12,1,BODY,8,12,6,32.08,1,301.89,97.72,333.97,103.72,FALSE,FALSE
13,1,BODY,9,12,6,32.08,1,301.89,97.72,333.97,103.72,FALSE,FALSE
14,1,BODY,10,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
15,1,BODY,11,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
16,1,BODY,12,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
17,1,BODY,13,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
17,2,BODY,1) Organizing intensive skill-development programmes for our youth including in Institutes of Hospitality Management; 2) Providing MUDRA loans for homestays; 3) Improving ease of travel and connectivity to tourist destinations;,12,69.02,345.39,227,153.96,653.2,499.35,722.22,FALSE,FALSE
18,1,BODY,14,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
18,2,BODY,"4) Providing performance-linked incentives to states for effective destination management including tourist amenities, cleanliness, and marketing efforts; and 5) Introducing streamlined e-visa facilities along with visa-fee waivers for certain tourist groups.",12,76.06,345.52,259,153.96,127.2,499.48,203.26,FALSE,FALSE
18,3,BODY,"77. Continuing with the emphasis on places of spiritual and religious significance in the July Budget, there will be a special focus on destinations related to the life and times of Lord Buddha. Medical Tourism and Heal in India 78. Medical Tourism and Heal in India will be promoted in partnership with the private sector along with capacity building and easier visa norms. C. Investing in Innovation Research, Development and Innovation 79. To implement private sector driven Research, Development and Innovation initiative announced in the July Budget, I am now allocating ` 20,000 crore. Deep Tech Fund of Funds 80. A Deep Tech Fund of Funds will also be explored to catalyze the next generation startups as a part of this initiative. PM Research Fellowship 81. In the next five years, under the PM Research Fellowship scheme, we will provide ten thousand fellowships for technological research in IITs and IISc with enhanced financial support. Gene Bank for Crops Germplasm 82. The 2 Gene Bank with 10 lakh germplasm lines will be set up for future food and nutritional security. This will provide conservation support to both public and private sectors for genetic resources. National Geospatial Mission 83. We will start a National Geospatial Mission to develop foundational geospatial infrastructure and data. Using PM Gati Shakti, this Mission will facilitate modernization of land records, urban planning, and design of infrastructure projects.",12,500.04,387.08,1454,115.2,219.31,502.28,719.35,FALSE,FALSE
19,1,BODY,15,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
20,1,BODY,16,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
21,1,BODY,17,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
22,1,BODY,18,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
23,1,BODY,19,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
23,2,BODY,,12,6,2.71,0,304.89,321.33,307.6,327.33,TRUE,FALSE
23,4,BODY,,12,6,2.71,0,259.24,342.07,261.95,348.07,TRUE,FALSE
24,1,BODY,20,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
24,3,BODY,"115. My proposals relating to Customs aim to rationalize tariff structure and address duty inversion. These will also support domestic manufacturing and value addition, promote exports, facilitate trade and provide relief to common people. Rationalisation of Customs Tariff Structure for Industrial Goods 116. As a part of comprehensive review of Customs rate structure announced in July 2024 Budget, I propose to:",12,126,384.14,414,115.2,190.87,499.34,316.87,FALSE,FALSE
24,4,BODY,"(i) remove seven tariff rates. This is over and above the seven tariff rates removed in 2023-24 budget. After this, there will be only eight remaining tariff rates including ‘zero’ rate.",12,42,365.3,186,133.22,334.89,498.52,376.89,FALSE,FALSE
24,5,BODY,"(ii) apply appropriate cess to broadly maintain effective duty incidence except on a few items, where such incidence will reduce marginally. (iii) levy not more than one cess or surcharge. Therefore, I propose to exempt Social Welfare Surcharge on 82 tariff lines that are subject to a cess.",12,84.03,368.14,291,133.22,394.89,501.36,478.92,FALSE,FALSE
24,6,BODY,"117. I shall now take up sector specific proposals. Relief on import of Drugs/Medicines 118.  To provide relief to patients, particularly those suffering from cancer, rare diseases and other severe chronic diseases, I propose to add 36 lifesaving drugs and medicines to the list of medicines fully exempted from Basic Customs Duty (BCD).  I also propose to add 6 lifesaving medicines to the list attracting concessional customs duty of 5%. Full exemption and concessional duty will also respectively apply on the bulk drugs for manufacture of the above. 119. Specified drugs and medicines under Patient Assistance Programmes run by pharmaceutical companies are fully exempt from BCD, provided the medicines are supplied free of cost to patients. I propose to add 37 more medicines along with 13 new patient assistance programmes.",12,222.04,384.16,829,115.2,496.92,499.36,718.96,FALSE,FALSE
25,1,BODY,21,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
26,1,BODY,22,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
27,1,BODY,23,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
27,3,BODY,"I now come to my Direct tax proposals. 134.  In Part A, I have briefly underlined Taxation Reforms as one of key reforms to realize our vision of Viksit Bharat.  In respect of criminal law, Our Government had earlier ushered in Bharatiya Nyaya Sanhita replacing Bharatiya Danda Sanhita. I am happy to inform this August House and the country that the new income-tax bill will carry forward the same spirit of “Nyaya”. The new bill will be clear and direct in text with close to half of the present law, in terms of both chapters and words. It will be simple to understand for taxpayers and tax administration, leading to tax certainty and reduced litigation. 135. Reforms, however, are not a destination. They are a means to achieve good governance for our people and economy. Providing good governance primarily involves being responsive. The Thirukkural captures this in Verse 542, which reads:",12,213.04,382,896,115.2,372.59,497.2,585.63,FALSE,FALSE
28,1,BODY,24,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
28,2,BODY,(i) Personal Income Tax reforms with special focus on middle class (ii) Rationalization of TDS/TCS for easing difficulties (iii) Encouraging voluntary compliance (iv) Reducing compliance burden (v) Ease of doing business (vi) Employment and investment,12,115.98,349.36,251,150.7,240.31,500.06,356.29,FALSE,FALSE
29,1,BODY,25,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
30,1,BODY,26,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
31,1,BODY,27,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
31,3,BODY,0-4 lakh rupees Nil 4-8 lakh rupees 5 per cent 8-12 lakh rupees 10 per cent 12-16 lakh rupees 15 per cent 16-20 lakh rupees 20 per cent 20- 24 lakh rupees 25 per cent Above 24 lakh rupees 30 per cent,12,146.24,221.76,199,179.65,567.61,401.41,713.85,FALSE,FALSE
32,1,BODY,28,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
33,1,BODY,29,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
33,3,H2,Annexure A,12,6,61.16,10,115.2,153.68,176.36,159.68,TRUE,FALSE
33,4,BODY,Building Rural Prosperity and Resilience The programme will focus at:,12,35.36,200.77,69,115.2,189.03,315.97,224.39,FALSE,FALSE
33,5,BODY,"1) catalyzing enterprise development, employment and financial independence",12,6,405.46,75,93.93,240.31,499.39,246.31,FALSE,FALSE
33,6,BODY,for rural women;,12,6,88.16,16,115.2,262.35,203.36,268.35,FALSE,FALSE
33,7,BODY,2) accelerating creation of new employment and businesses for young farmers,12,6,405.4,75,93.93,290.26,499.33,296.26,FALSE,FALSE
33,8,BODY,and rural youth;,12,6,83.99,16,115.2,312.31,199.19,318.31,FALSE,FALSE
33,9,BODY,3) nurturing and modernizing agriculture for productivity improvement and,12,6,405.28,73,93.93,340.24,499.21,346.24,FALSE,FALSE
33,10,BODY,"warehousing, especially for marginal and small farmers; and",12,6,298.23,59,115.2,362.16,413.43,368.16,FALSE,FALSE
33,11,BODY,4) diversifying opportunities for landless families.,12,6,254.13,52,93.93,390.2,348.06,396.2,FALSE,FALSE
33,12,BODY,,12,6,2.71,0,304.89,418.11,307.6,424.11,TRUE,FALSE
33,13,H2,Annexure B,12,6,60.64,10,115.2,453.48,175.84,459.48,TRUE,FALSE
33,14,H3,Mission for Aatmanirbharta in Pulses,12,6,187.58,36,115.2,488.83,302.78,494.83,TRUE,FALSE
33,15,H3,The Mission will place emphasis on:,12,6,176.88,35,115.2,524.05,292.08,530.05,FALSE,FALSE
33,16,BODY,"1) development and commercial availability of climate resilient seeds, 2) enhancing protein content, 3) increasing productivity, 4) improving post-harvest storage and management, and 5) assuring remunerative prices to the farmers.",12,117.8,350.8,230,97.2,546.09,447.99,663.89,FALSE,FALSE
33,17,BODY,,12,6,2.71,0,304.89,685.94,307.6,691.94,TRUE,FALSE
33,18,BODY,,12,6,2.71,0,115.2,712.44,117.91,718.44,TRUE,FALSE
34,1,BODY,30,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
34,2,BODY,"1) rural community hub colocation; 2) institutional account services; 3) DBT, cash out and EMI pick-up; 4) credit services to micro enterprises; 5) insurance; and 6) assisted digital services.",12,138.55,198.54,192,93.93,193.48,292.47,332.03,FALSE,FALSE
34,4,BODY,Annexure D,12,6,61.42,10,115.2,365.16,176.62,371.16,TRUE,FALSE
34,5,BODY,,12,6,2.71,0,455.72,506.05,458.43,512.05,FALSE,FALSE
34,6,H3,Annexure E Manufacturing Mission - Furthering “Make in India The Mission’s mandate will include 5 focus areas:,12,79.58,255.55,110,115.2,526.66,370.75,606.24,TRUE,FALSE
34,7,BODY,1) ease and cost of doing business; 2) future ready workforce for in-demand jobs; 3) a vibrant and dynamic MSME sector; 4) availability of technology; and 5) quality products.,12,113.24,236,175,93.93,620.72,329.93,733.96,FALSE,FALSE
35,1,BODY,31,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
35,4,BODY,"A. LEGISLATIVE CHANGES IN CUSTOMS LAWS A.1       Amendments in the Customs Act, 1962",12,27.94,231.69,84,116.11,173.5,347.8,201.44,TRUE,FALSE
35,5,BODY,"(i) A new sub-section (1B) is being inserted in Section 18 to provide time limit of two years for finalization of provisional assessment. It also provides that this time limit may be extended by the Commissioner of Customs for a further period of one year if sufficient cause is shown. It further provides that, for the pending cases, the time-limit shall be computed from the date of assent of the Finance Bill, 2025. (ii) A new sub-section (1C) is being inserted to provide for certain grounds on which the time-limit of two years for finalizing provisional assessment shall remain suspended.",12,144.02,338.48,594,152.13,215.92,490.61,359.94,FALSE,FALSE
35,6,BODY,"(iii) A new section 18A is being inserted for voluntary revision of entry after clearance of goods to allow importers and exporters to revise any entry made in relation to the goods within a prescribed time and subject to conditions as may be prescribed. It also provides for treating such revised entry as self-assessment and allow payment of duty or treat the revised entry as a refund claim under section 27. It further provides for certain cases where this section will not apply. (iv) A new Explanation is being inserted in sub-section 1 of section 27 to clarify that the period of limitation for claim of refund consequent to the revised entry under section 18A or amendment under Section 149 of the Customs Act, 1962, shall be one year from the date of payment of duty or interest.",12,187.97,338.44,788,152.13,374.42,490.57,562.39,FALSE,FALSE
35,7,BODY,(v) A new clause is being inserted in Explanation 1 to Section 28 to provide that the relevant date in the case of payment of duty as per the revised entry under section 18A is the date of payment of duty or interest.,12,50.11,338.26,217,152.13,576.87,490.39,626.98,FALSE,FALSE
35,8,BODY,"(vi) A new clause is being inserted after clause (d) and (e) of section 127A to define Interim Board, Member of the Interim Board and pending applications.",12,35.48,338.24,155,152.13,641.46,490.37,676.94,FALSE,FALSE
35,9,BODY,(vii) A new sub-section (6) is being inserted after sub-section (5) in section 127B to provide end date for receipt of applications under this section.,12,35.5,338.51,151,152.13,691.42,490.64,726.92,FALSE,FALSE
36,1,BODY,32,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
36,2,BODY,"(viii) A new sub-section (12) is being inserted after sub-section (11) in section 127C to make applicable the sub-sections of Section 127C of the Customs Act, 1962 to the Interim Board.",12,38.09,338.46,185,152.13,127.72,490.59,165.81,FALSE,FALSE
36,3,BODY,"(ix) A new sub-section (3) is being inserted after sub-section (2) in section 127D clarifying that the powers of Settlement Commission shall be exercised by the Interim Board and the provisions of this section shall, mutatis mutandis, apply to the Interim Board as they apply to the Settlement Commission. (x) A new sub-section (5) is being inserted after sub-section (4) of section 127F providing that the powers and functions of Settlement Commission shall be exercised or performed by the Interim Board.",12,140.11,338.51,506,152.13,181.72,490.64,321.83,FALSE,FALSE
36,4,BODY,"(xi) A Proviso to section 127G of the Customs Act, 1962 is being inserted to provide that the powers and functions of Settlement Commission under this section shall be exercised or performed by the Interim Board.",12,54,338.33,212,152.13,337.76,490.46,391.76,FALSE,FALSE
36,5,BODY,"(xii) A new sub-section (4) is being inserted after sub-section (3) in section 127H of the Customs Act, 1962 to provide that the powers and functions of Settlement Commission under this section shall be exercised or performed by the Interim Board.",12,54.02,338.51,247,152.13,407.81,490.64,461.83,FALSE,FALSE
36,6,BODY,,12,6,65.08,0,116.11,477.87,181.19,483.87,FALSE,FALSE
36,7,BODY,"These changes shall come into effect from date of assent to the Finance Bill, 2025",12,22.04,308.92,82,181.61,499.79,490.53,521.83,FALSE,FALSE
36,8,BODY,"A.2        Amendments in the Customs Tariff Act, 1975",12,6,263.77,53,116.11,537.87,379.88,543.87,TRUE,FALSE
36,9,BODY,"a) The First Schedule to the Customs Tariff Act, 1975 is being amended to, - (i) revise tariff rates on certain industrial tariff items (ii) add 178 new tariff entries in chapter 10, 20, 27, 28, 29, 38 and 71 and substitute/delete 63 tariff entries; insert supplementary notes in chapter 10, 20, 29 and 38 and amend 2 supplementary notes. This is to align the tariff lines with WCO classification and better identification of goods. These changes shall come into effect from 1.5.2025.",12,168.04,338.44,484,152.13,559.79,490.57,727.83,FALSE,FALSE
37,1,BODY,33,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
37,2,BODY,"a) Clause (61) is being amended to explicitly provide for distribution of input tax credit by the Input Service Distributor in respect of inter- state supplies on which tax has to be paid on reverse charge basis, by inserting reference to sub-section (3) and sub-section (4) of section 5 of Integrated Goods and Services Tax Act. This amendment will be effective from 1st April, 2025. b) Clause (69) (c) is being amended to insert an Explanation to provide for definitions of the terms 'Local Fund' and 'Municipal Fund' used in the definition of 'local authority' under the said clause so as to clarify the scope of the said terms. c) A new clause (112A) is being inserted to provide definition of Unique Identification Marking for implementation of Track and Trace Mechanism",12,214.46,356.44,775,134.13,238.87,490.57,453.33,FALSE,FALSE
37,3,BODY,"B.2 Amendments in Section 12 and 13 of the CGST Act, 2017",12,6,301.36,57,116.11,467.96,417.47,473.96,TRUE,FALSE
37,4,BODY,Sub-section (4) of Section 12 and Sub-section (4) of Section 13 relating to time of supply in respect of vouchers are being omitted.,12,20.74,344.92,132,145.61,488.57,490.53,509.31,FALSE,FALSE
37,5,BODY,"B.3 Amendments in Section 17 of the CGST Act, 2017",12,6,264.95,50,116.11,523.92,381.06,529.92,TRUE,FALSE
37,6,BODY,"Clause (d) of sub-section (5) is being amended to substitute the words 'plant or machinery' with the words 'plant and machinery' with effect from 1st July, 2017.",12,35.34,344.89,161,145.61,544.53,490.5,579.87,FALSE,FALSE
37,7,BODY,"B.4 Amendments in Section 20 of the CGST Act, 2017",12,6,264.95,50,116.11,594.63,381.06,600.63,TRUE,FALSE
37,8,BODY,"Section 20(1) and Section 20(2) are being amended to explicitly provide for distribution of input tax credit by the Input Service Distributor in respect of inter-state supplies, on which tax has to be paid on reverse charge basis, by inserting reference to sub-section (3) and sub-section (4) of section 5 of Integrated Goods and Services Tax Act in sub-section (1) of section 20. The amendment will be effective from 1st April, 2025.",12,100.07,345.03,434,145.61,615.11,490.64,715.18,FALSE,FALSE
38,1,BODY,34,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
38,2,BODY,"The Proviso to sub-section (2) is being amended to explicitly provide for requirement of reversal of corresponding input tax credit in respect of a credit-note, if availed, by the registered recipient, for the purpose of reduction of tax liability of the supplier in respect of the said credit note.",12,64.71,344.98,299,145.61,147.03,490.59,211.74,FALSE,FALSE
38,3,BODY,"B.6 Amendments in Section 38 of the CGST Act, 2017",12,6,264.95,50,116.11,226.35,381.06,232.35,TRUE,FALSE
38,4,BODY,a) Section 38(1) is being amended to omit the expression 'auto- generated'. b) Section 38(2) is being amended to omit the expression 'auto- generated' and to insert the expression 'including' after the words 'by the recipient' in clause (b) to make the said clause more inclusive. c) Section 38(2) is also being amended to insert a new clause (c) to provide an enabling clause to prescribe other details to be made available in statement of input tax credit.,12,120.67,356.51,458,134.13,246.96,490.64,367.63,FALSE,FALSE
38,5,BODY,"B.7 Amendments in Section 39 of the CGST Act, 2017",12,6,264.95,50,116.11,382.24,381.06,388.24,TRUE,FALSE
38,6,BODY,Section 39(1) is being amended to provide an enabling clause to prescribe certain conditions and restriction for filing of return.,12,20.87,340.21,130,150.17,402.72,490.38,423.59,FALSE,FALSE
38,7,BODY,"B.8. Amendments in Section 107 and 112 of the CGST Act, 2017",12,6,316.62,60,116.11,438.2,432.73,444.2,TRUE,FALSE
38,8,BODY,a) Section 107(6) is being amended to provide for 10% mandatory pre- deposit of penalty amount for appeals before Appellate Authority in cases involving only demand of penalty without any demand for tax. b) Section 112(8) is amended to provide for 10% mandatory pre-deposit of penalty amount for appeals before Appellate Tribunal in cases involving only demand of penalty without any demand for tax.,12,85.43,356.49,399,134.13,458.7,490.62,544.13,FALSE,FALSE
38,9,BODY,"B.9 Insertion of a new section 122B of the CGST Act, 2017",12,6,288.03,57,116.11,558.74,404.14,564.74,TRUE,FALSE
38,10,BODY,A new Section 122B is being inserted to provide penalties for contraventions of provisions related to the Track and Trace Mechanism provided under section 148A.,12,35.48,340.26,160,150.17,579.24,490.43,614.72,FALSE,FALSE
38,11,BODY,"B.10 Insertion of a new section 148A of the CGST Act, 2017",12,6,294.71,58,116.11,629.33,410.82,635.33,TRUE,FALSE
38,12,BODY,Section 148A is being inserted to provide for enabling mechanism for a Track and Trace Mechanism for specified commodities.,12,20.74,344.9,123,145.61,649.94,490.51,670.68,FALSE,FALSE
38,13,BODY,,12,26.74,2.71,0,116.11,685.29,118.82,712.03,TRUE,FALSE
39,1,BODY,35,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
39,2,BODY,"a) insert a new Entry (aa) in paragraph 8 to provide that the supply of goods warehoused in a Special Economic Zone or in a Free Trade Warehousing Zone to any person before clearance for exports or to the Domestic Tariff Area shall be treated neither as supply of goods nor as supply of services. b) Amend Explanation 2, w.e.f. 01.07.2017 to clarify that the said explanation would be applicable in respect of entry (a) of paragraph 8. c) Insert Explanation 3 to define the terms 'Special Economic Zone', 'Free Trade Warehousing Zone' and 'Domestic Tariff Area', for the purpose of the proposed entry (aa) in paragraph 8. d) To provide that no refund of tax already paid will be available for the transactions referred above.",12,185.26,356.51,725,134.13,167.63,490.64,352.89,FALSE,FALSE
39,3,BODY,C. OTHER PROVISIONS IN THE FINANCE BILL,12,6,219.43,39,116.11,368.16,335.54,374.16,TRUE,FALSE
39,4,BODY,C.1 Special Provision for Exemption from Service Tax in Certain Cases:,12,6,351.71,70,116.11,402.33,467.82,408.33,TRUE,FALSE
39,5,BODY,"Services provided or agreed to be provided by insurance companies by way of reinsurance services under the Weather Based Crop Insurance Scheme (WBCIS) and the Modified National Agricultural Insurance Scheme (MNAIS), are being  exempted from service tax for the period commencing from 1 April, 2011 and ending with 30 June, 2017.",12,64.72,354.02,328,136.61,422.81,490.63,487.53,FALSE,FALSE
39,8,BODY,"D. CUSTOMS DUTY RATE CHANGES D.1. Reduction in customs duty to reduce input costs, deepen value addition, promote export competitiveness, correct inverted duty structure, boost domestic manufacturing etc [with effect from 2.2.2025] S. No. I. Aquafarming & Marine exports 1. Frozen fish paste (surimi) for",12,175.45,381.84,304,115.2,502.66,497.04,678.11,TRUE,FALSE
39,9,BODY,From To (per cent) (per cent),12,26.61,123.51,29,362.7,609.11,486.21,635.72,TRUE,FALSE
39,10,BODY,Commodity,12,6,60.77,9,165.7,619.42,226.47,625.42,TRUE,FALSE
39,11,BODY,manufacture of surimi analogue 30 5 products for export,12,20.74,299.25,55,165.7,686.59,464.95,707.33,FALSE,FALSE
40,1,BODY,36,12,6,35.08,2,298.89,97.72,333.97,103.72,FALSE,FALSE
40,2,BODY,From To (per cent) (per cent),12,26.74,123.51,29,362.7,126.42,486.21,153.16,TRUE,FALSE
40,3,BODY,S. No. 2. Fish hydrolysate for manufacture of,12,45,215.96,45,131.76,129.29,347.72,174.29,TRUE,FALSE
40,4,BODY,Commodity,12,6,60.77,9,165.7,136.85,226.47,142.85,TRUE,FALSE
40,5,BODY,15 5,12,6,83.99,4,380.96,175.59,464.95,181.59,FALSE,FALSE
40,6,BODY,aquatic feed II. Chemicals 1. Other compounds containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in 10 7.5 the structure classified under tariff sub heading 2933 59,12,106.98,333.68,191,135.7,182.89,469.38,289.87,FALSE,FALSE
