page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
4,15,BODY,print(f'Unknowncommand:{cmd}'),8,4.48,172.15,30,195.74,705.23,367.89,709.72,false,false
4,16,BODY,else:,8,4.48,26.9,5,152.7,717.19,179.6,721.67,true,false
4,17,BODY,"#Nomoredata,closeconnection print(f'Closingconnection{fd}') select_fds.remove(conn)",8,28.39,177.53,83,174.22,729.14,351.75,757.54,false,false
4,18,BODY,(continuesonnextpage),7,4.79,76.61,21,446.67,768.15,523.28,772.94,false,false
4,19,BODY,4,9,5.98,5.54,1,294.87,799.78,300.41,805.76,true,false
5,0,BODY,(continuedfrompreviouspage),7,4.79,98.53,27,424.75,81.43,523.28,86.22,false,false
5,1,BODY,conn.close() conn=None,8,16.44,64.56,22,174.22,95.52,238.77,111.96,false,false
5,2,BODY,eliffdinfds:,8,4.48,80.7,12,131.18,119.43,211.87,123.91,false,false
5,3,BODY,"print(f'Readingtimer{fd}') count=int.from_bytes(os.read(fd,8),byteorder=sys.byteorder) print(f'Timer{fds.index(fd)+1}expired{count}times')",8,28.39,338.93,138,152.7,131.39,491.62,159.78,false,false
5,4,BODY,else:,8,4.48,26.9,5,131.18,167.25,158.08,171.73,true,false
5,5,BODY,print(f'Unknownfiledescriptor{fd}'),8,4.48,204.43,35,152.7,179.21,357.13,183.69,false,false
5,6,BODY,finally:,8,4.48,43.04,8,72,191.16,115.04,195.64,true,false
5,7,BODY,forfdinfds: os.close(fd),8,16.44,80.7,24,93.52,203.12,174.22,219.55,false,false
5,8,BODY,sock.close() sock=None,8,16.44,64.56,22,93.52,227.03,158.08,243.47,false,false
5,9,BODY,5,9,5.98,5.54,1,294.87,799.78,300.41,805.76,true,false
